,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY
6446,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,5520.0,3750.0,20700000.0,2,3,4,Manikonda,17.4411482,78.3910691,Luxury
6447,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,5466.0,3750.0,20500000.0,2,3,4,Manikonda,17.443855,78.250431,Luxury
6448,Independent House/Villa,Hyderabad,1,4.0,2,0,5,3,5466.0,3750.0,20500000.0,2,3,4,Manikonda,17.422584,78.350841,Luxury
6449,Residential Apartment,Hyderabad,0,2.0,4,4,6,5,27.0,1150.0,32000.0,1,4,2,Manikonda,17.538237,78.480804,Budget
6450,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,5893.0,3750.0,22100000.0,2,3,4,Manikonda,17.463252,78.354557,Luxury
6451,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,5760.0,3750.0,21600000.0,2,3,4,Manikonda,17.49182,78.32617,Luxury
6452,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,5573.0,3750.0,20900000.0,2,3,4,Manikonda,17.443855,78.250431,Luxury
6453,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,7733.0,3750.0,29000000.0,2,3,4,Manikonda,78.48667,17.38504,Luxury
6454,Residential Apartment,Hyderabad,0,3.0,4,5,1,14,28.0,1740.0,50000.0,2,7,3,Manikonda,17.509181,78.3521088,Luxury
6455,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,7413.0,3750.0,27800000.0,2,3,4,Manikonda,17.49182,78.32617,Luxury
6456,Residential Apartment,Hyderabad,0,3.0,4,5,1,20,29.0,2220.0,65000.0,2,7,3,Manikonda,17.495438,78.2960172,Luxury
6457,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,6933.0,3750.0,26000000.0,2,3,4,Manikonda,17.443855,78.250431,Luxury
6458,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,6533.0,3750.0,24500000.0,2,3,4,Manikonda,17.509181,78.3521088,Luxury
6459,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,6000.0,3750.0,22500000.0,2,3,4,Manikonda,17.509181,78.3521088,Luxury
6460,Residential Apartment,Hyderabad,1,3.0,2,5,1,15,8500.0,1825.0,15500000.0,2,7,3,Manikonda,17.509181,78.3521088,Luxury
6461,Residential Apartment,Hyderabad,0,3.0,4,3,6,32,30.0,2235.0,68000.0,1,26,3,Manikonda,17.509181,78.3521088,Luxury
6462,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,6773.0,3750.0,25400000.0,2,3,4,Manikonda,17.49182,78.32617,Luxury
6463,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,6533.0,3750.0,24500000.0,2,3,4,Manikonda,17.495438,78.2960172,Luxury
6464,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,6160.0,3750.0,23100000.0,2,3,4,Manikonda,17.49182,78.32617,Luxury
6465,Independent House/Villa,Hyderabad,1,4.0,2,4,5,3,6000.0,3750.0,22500000.0,2,3,4,Manikonda,17.49182,78.32617,Luxury
6466,Residential Apartment,Hyderabad,0,2.0,4,3,1,31,37.0,1314.0,49000.0,1,9,2,Manikonda,17.443855,78.250431,Luxury
6467,Residential Apartment,Hyderabad,0,2.0,4,3,1,15,37.0,1297.0,48000.0,1,12,2,Manikonda,17.443855,78.250431,Luxury
6468,Residential Apartment,Hyderabad,0,3.0,4,4,1,20,35.0,1595.0,56000.0,2,14,3,Manikonda,17.4411482,78.3910691,Luxury
6469,Residential Apartment,Hyderabad,0,2.0,4,3,1,20,35.0,1295.0,46000.0,1,13,2,Manikonda,17.4411482,78.3910691,Luxury
6470,Residential Apartment,Hyderabad,0,3.0,4,3,1,25,36.0,1510.0,55000.0,1,12,3,Manikonda,17.4411482,78.3910691,Luxury
6471,Residential Apartment,Hyderabad,0,2.0,4,3,1,25,35.0,1275.0,45000.0,1,12,2,Manikonda,17.4411482,78.3910691,Luxury
6472,Independent House/Villa,Hyderabad,1,4.0,2,3,6,2,8892.0,2384.0,21200000.0,2,2,4,Manikonda,17.4411482,78.3910691,Luxury
6473,Independent House/Villa,Hyderabad,1,4.0,2,3,6,2,8884.0,2780.0,24700000.000000004,2,2,4,Manikonda,17.4526734,78.3936676,Luxury
6474,Residential Apartment,Hyderabad,0,2.0,4,4,1,35,38.0,1492.0,57500.0,1,26,2,Manikonda,17.4411482,78.3910691,Luxury
6476,Residential Apartment,Hyderabad,1,2.0,2,3,6,6,6018.0,1100.0,6500000.0,2,3,2,Manikonda,17.42278,78.34724,Luxury
6480,Residential Apartment,Hyderabad,1,3.0,2,3,1,12,8550.0,1515.0,13000000.0,1,3,3,Manikonda,17.4059656,78.4054404,Luxury
6481,Residential Apartment,Hyderabad,1,2.0,2,4,1,12,8550.0,1330.0,11399999.999999998,1,4,2,Manikonda,17.3907794,78.3489984,Luxury
6483,Residential Apartment,Hyderabad,0,2.0,4,3,1,5,26.0,1200.0,32000.0,1,2,2,Manikonda,17.411191,78.351451,Semi-luxury
6484,Residential Apartment,Hyderabad,1,2.0,4,4,1,11,9259.0,1350.0,12500000.0,1,11,2,Manikonda,17.405956,78.404979,Luxury
6485,Independent House/Villa,Hyderabad,0,4.0,1,1,2,3,32.0,4000.0,1300000.0,2,3,4,Manikonda,17.405956,78.404979,Luxury
6487,Residential Apartment,Hyderabad,0,3.0,4,1,6,35,28.0,1742.0,50000.0,2,30,3,Manikonda,17.42278,78.34724,Luxury
6489,Independent/Builder Floor,Hyderabad,1,4.0,1,3,6,2,106666.0,1350.0,16000000.0,1,0,4,Manikonda,17.42169,78.21842,Luxury
6493,Residential Apartment,Hyderabad,1,3.0,4,3,6,10,7656.0,1515.0,11600000.0,2,2,3,Manikonda,17.640228766466283,78.4828090954698,Luxury
6494,Independent House/Villa,Hyderabad,0,5.0,4,4,1,3,55.0,6300.0,3500000.0,3,3,5,Manikonda,17.640228766466283,78.4828090954698,Luxury
6496,Independent House/Villa,Secunderabad,0,3.0,4,4,2,2,173.0,144.0,25000.0,2,2,3,Manikonda,17.538237,78.480804,Luxury
6497,Independent House/Villa,Secunderabad,1,5.0,2,4,1,3,7166666.0,27.0,21500000.0,3,3,5,Manikonda,17.538237,78.480804,Semi-luxury
6498,Independent House/Villa,Secunderabad,1,5.0,2,3,1,3,112500.0,1440.0,18000000.0,3,3,5,Manikonda,17.538237,78.480804,Semi-luxury
6500,Residential Apartment,Hyderabad,1,2.0,2,3,1,9,9669.0,1225.0,918600000.0,1,6,2,Manikonda,17.538237,78.480804,Luxury
6501,Independent House/Villa,Secunderabad,1,4.0,1,4,2,2,115000.0,200.0,23000000.0,2,2,4,Manikonda,17.538237,78.480804,Luxury
6502,Independent House/Villa,Hyderabad,1,3.0,4,3,5,2,114512.0,1602.0,20400000.0,1,2,3,Manikonda,16.985875,78.499864,Luxury
6503,Residential Apartment,Hyderabad,0,3.0,4,5,1,15,27.0,2214.0,60000.0,2,6,3,Manikonda,16.985875,78.499864,Luxury
6505,Residential Apartment,Hyderabad,0,3.0,4,3,6,30,24.0,1785.0,44000.0,2,25,3,Manikonda,16.985875,78.499864,Luxury
6506,Residential Apartment,Hyderabad,0,3.0,1,3,1,15,28.0,2109.0,60000.0,1,6,3,Manikonda,16.985875,78.499864,Luxury
6510,Residential Apartment,Hyderabad,0,3.0,4,3,1,24,28.0,1930.0,55000.0,2,8,3,Manikonda,17.583578247277302,78.1082316073572,Luxury
6511,Residential Apartment,Hyderabad,0,3.0,4,3,1,25,25.0,1865.0,47000.0,2,14,3,Manikonda,78.48667,17.38504,Luxury
6512,Residential Apartment,Hyderabad,0,3.0,4,3,1,25,28.0,1605.0,45000.0,2,12,3,Manikonda,78.48667,17.38504,Luxury
6513,Residential Apartment,Secunderabad,1,2.0,2,3,6,5,5000.0,1500.0,692500000.0,2,3,2,Manikonda,17.583578247277302,78.1082316073572,Luxury
6514,Residential Apartment,Secunderabad,1,2.0,2,4,6,5,5007.0,1303.0,652500000.0,1,2,2,Manikonda,17.583578247277302,78.1082316073572,Luxury
6516,Residential Apartment,Hyderabad,1,3.0,2,3,1,9,7500.0,1528.0,11500000.0,1,6,3,Manikonda,17.560525,78.215963,Luxury
6517,Residential Apartment,Hyderabad,1,2.0,2,3,1,9,7500.0,1145.0,858800000.0,1,5,2,Manikonda,17.560525,78.215963,Luxury
6518,Residential Apartment,Hyderabad,0,3.0,4,3,1,12,21.0,1655.0,35000.0,1,6,3,Manikonda,17.560525,78.215963,Luxury
6519,Independent House/Villa,Hyderabad,1,4.0,2,3,5,2,4600.0,2360.0,10900000.0,3,2,4,Manikonda,17.560525,78.215963,Luxury
6520,Independent House/Villa,Hyderabad,1,4.0,4,1,6,4,152307.0,585.0,9900000.0,4,4,4,Manikonda,17.560525,78.215963,Luxury
6521,Independent House/Villa,Hyderabad,1,2.0,2,3,6,1,67857.0,140.0,9500000.0,3,1,2,Manikonda,17.560525,78.215963,Luxury
6522,Independent House/Villa,Hyderabad,1,2.0,2,3,6,1,53846.0,1170.0,7500000.0,3,1,2,Manikonda,17.560525,78.215963,Luxury
6524,Residential Apartment,Hyderabad,1,2.0,2,4,1,12,8000.0,1155.0,92400000.0,1,8,2,Manikonda,17.492871,78.239079,Luxury
6525,Residential Apartment,Hyderabad,1,3.0,2,3,1,12,7999.0,1676.0,13400000.0,2,9,3,Manikonda,17.492871,78.239079,Luxury
6526,Residential Apartment,Hyderabad,1,3.0,2,3,1,12,7998.0,1696.0,13600000.000000002,2,8,3,Manikonda,17.492871,78.239079,Luxury
6527,Residential Apartment,Hyderabad,1,2.0,2,3,1,12,8000.0,1300.0,10400000.0,1,6,2,Manikonda,17.492871,78.239079,Luxury
6528,Residential Apartment,Hyderabad,1,2.0,2,3,6,9,7499.0,1255.0,941100000.0,1,6,2,Manikonda,17.492871,78.239079,Luxury
6529,Residential Apartment,Hyderabad,1,4.0,4,2,2,18,13600.0,3750.0,51000000.0,2,15,4,Manikonda,17.492871,78.239079,Luxury
6530,Residential Apartment,Hyderabad,1,2.0,4,0,1,35,10563.0,1278.0,13500000.0,1,18,2,Manikonda,17.548606,78.210422,Luxury
6531,Residential Apartment,Hyderabad,1,3.0,2,3,1,6,6870.0,1601.0,11000000.0,1,4,3,Manikonda,17.548606,78.210422,Semi-luxury
6532,Residential Apartment,Hyderabad,1,3.0,2,3,1,6,6875.0,1600.0,11000000.0,1,4,3,Manikonda,17.548606,78.210422,Luxury
6533,Residential Apartment,Hyderabad,1,4.0,2,4,6,25,11522.0,3350.0,38600000.0,2,16,4,Manikonda,17.548606,78.210422,Luxury
6534,Residential Apartment,Hyderabad,1,3.0,2,3,6,9,8180.0,1528.0,12500000.0,1,3,3,Manikonda,17.548606,78.210422,Luxury
6535,Independent House/Villa,Secunderabad,0,3.0,1,4,3,2,140.0,2700.0,42000.0,3,2,3,Manikonda,17.548606,78.210422,Luxury
6537,Residential Apartment,Secunderabad,1,3.0,1,4,2,5,5722.0,1660.0,9500000.0,2,3,3,Manikonda,17.548606,78.210422,Luxury
6538,Residential Apartment,Hyderabad,1,3.0,2,4,6,5,5241.0,1450.0,7600000.0,2,2,3,Manikonda,17.548606,78.210422,Luxury
6539,Independent House/Villa,Hyderabad,0,4.0,4,4,2,2,28.0,3500.0,100000.0,2,2,4,Manikonda,17.42169,78.21842,Luxury
6540,Residential Apartment,Hyderabad,1,2.0,2,3,6,9,9516.0,1261.0,12000000.0,1,3,2,Manikonda,17.42169,78.21842,Luxury
6542,Residential Apartment,Hyderabad,0,3.0,4,3,1,15,26.0,2109.0,55000.0,1,6,3,Manikonda,17.42169,78.21842,Luxury
6543,Residential Apartment,Hyderabad,0,3.0,4,3,1,15,25.0,1800.0,45000.0,2,7,3,Manikonda,17.42169,78.21842,Luxury
6544,Residential Apartment,Hyderabad,0,2.0,1,1,1,5,29.0,1200.0,35000.0,1,3,2,Manikonda,17.45914638,78.1333064,Luxury
6546,Residential Apartment,Hyderabad,0,2.0,1,3,1,7,32.0,1250.0,40000.0,1,3,2,Manikonda,17.45914638,78.1333064,Luxury
6547,Residential Apartment,Hyderabad,0,2.0,4,3,6,35,35.0,1492.0,53000.0,1,20,2,Manikonda,17.45914638,78.1333064,Luxury
6548,Residential Apartment,Hyderabad,0,3.0,4,1,1,20,24.0,2050.0,50000.0,1,7,3,Manikonda,17.45914638,78.1333064,Luxury
6549,Residential Apartment,Hyderabad,1,3.0,2,3,6,12,8299.0,1935.0,16100000.000000002,1,7,3,Manikonda,17.16954,78.47093,Semi-luxury
6550,Residential Apartment,Hyderabad,1,2.0,2,3,6,12,8300.0,1330.0,11100000.000000002,1,6,2,Manikonda,17.16954,78.47093,Semi-luxury
6551,Residential Apartment,Hyderabad,0,4.0,4,3,1,2,36.0,4000.0,14500000.0,2,2,4,Manikonda,17.16954,78.47093,Luxury
6554,Residential Apartment,Hyderabad,1,2.0,2,0,6,9,5799.0,1315.0,762600000.0,1,3,2,Manikonda,17.20869,78.47603,Luxury
6555,Residential Apartment,Hyderabad,0,3.0,1,3,2,5,46.0,3300.0,15500000.0,2,2,3,Manikonda,17.20869,78.47603,Luxury
6556,Residential Apartment,Hyderabad,1,3.0,2,4,5,17,7150.0,2300.0,16399999.999999998,3,4,3,Manikonda,17.20869,78.47603,Luxury
6557,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2,10130.0,1602.0,20300000.0,1,2,3,Manikonda,17.20869,78.47603,Luxury
6558,Residential Apartment,Hyderabad,1,2.0,2,3,5,32,3999.0,1375.0,549900000.0,1,14,2,Manikonda,17.20869,78.47603,Luxury
6559,Independent House/Villa,Secunderabad,1,5.0,2,3,1,3,118750.0,1440.0,19000000.0,3,3,5,Manikonda,17.20869,78.47603,Semi-luxury
6560,Residential Apartment,Secunderabad,1,2.0,2,3,1,5,5500.0,1245.0,6600000.0,2,1,2,Manikonda,17.20869,78.47603,Luxury
6561,Residential Apartment,Hyderabad,1,2.0,2,3,1,9,7499.0,1145.0,858600000.0,1,6,2,Manikonda,17.19515,78.65624,Luxury
6562,Residential Apartment,Hyderabad,1,2.0,2,4,5,9,6753.0,1155.0,7800000.0,1,4,2,Manikonda,17.19515,78.65624,Luxury
6564,Residential Apartment,Hyderabad,0,2.0,4,3,6,5,26.0,1200.0,32000.0,1,4,2,Manikonda,17.19515,78.65624,Luxury
6565,Independent House/Villa,Secunderabad,1,4.0,2,4,6,3,109826.0,3114.0,38000000.0,3,3,4,Manikonda,17.20047,78.550548,Luxury
6568,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2,6379.0,2900.0,18500000.0,2,2,3,Manikonda,17.20047,78.550548,Luxury
6569,Independent House/Villa,Hyderabad,1,4.0,1,0,6,3,3472.0,7200.0,25000000.0,2,3,4,Manikonda,17.20047,78.550548,Luxury
6570,Independent House/Villa,Hyderabad,1,3.0,2,4,1,2,105898.0,2754.0,32400000.000000004,1,2,3,Manikonda,17.20047,78.550548,Luxury
6571,Independent House/Villa,Hyderabad,1,4.0,2,4,1,2,115827.0,278.0,32200000.000000004,1,2,4,Manikonda,17.20047,78.550548,Luxury
6572,Independent House/Villa,Hyderabad,1,4.0,2,3,1,2,118380.0,2889.0,38000000.0,1,2,4,Manikonda,17.228693,78.577689,Luxury
6573,Independent House/Villa,Hyderabad,1,3.0,2,3,1,2,113842.0,1602.0,20300000.0,1,2,3,Manikonda,17.228693,78.577689,Luxury
6574,Independent House/Villa,Hyderabad,1,3.0,2,3,1,2,112359.0,1602.0,20000000.0,1,2,3,Manikonda,17.228693,78.577689,Luxury
6576,Residential Apartment,Hyderabad,1,3.0,4,4,1,8,7530.0,1660.0,12500000.0,2,7,3,Manikonda,17.228693,78.577689,Luxury
6577,Residential Apartment,Hyderabad,0,3.0,4,3,6,34,32.0,1993.0,65000.0,1,27,3,Manikonda,17.228693,78.577689,Luxury
6578,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,6979.0,1994.0,13899999.999999998,2,2,3,Manikonda,17.228693,78.577689,Luxury
6579,Residential Apartment,Hyderabad,1,2.0,2,3,5,12,4998.0,1428.0,713700000.0,1,3,2,Manikonda,17.233562897673416,78.54189608906688,Luxury
6580,Residential Apartment,Hyderabad,1,2.0,2,3,5,12,4630.0,1323.0,612500000.0,1,5,2,Manikonda,17.233562897673416,78.54189608906688,Luxury
6581,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,3285.0,3500.0,11500000.0,2,2,3,Manikonda,17.233562897673416,78.54189608906688,Luxury
6584,Independent House/Villa,Hyderabad,0,4.0,4,3,6,3,42.0,4500.0,1900000.0,2,3,4,Manikonda,17.233562897673416,78.54189608906688,Luxury
6585,Independent House/Villa,Hyderabad,1,3.0,2,3,1,2,9844.0,1854.0,23600000.0,1,2,3,Manikonda,17.233562897673416,78.54189608906688,Luxury
6586,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,8082.0,1280.0,767900000.0,1,3,2,Manikonda,78.48667,17.38504,Luxury
6587,Residential Apartment,Hyderabad,1,2.0,2,3,6,25,10980.0,1275.0,14000000.0,1,15,2,Manikonda,78.48667,17.38504,Luxury
6588,Residential Apartment,Hyderabad,1,2.0,2,3,5,12,3440.0,1337.0,4600000.0,1,6,2,Manikonda,78.48667,17.38504,Luxury
6589,Residential Apartment,Hyderabad,1,3.0,2,3,5,12,3312.0,1721.0,5700000.0,2,6,3,Manikonda,78.48667,17.38504,Luxury
6590,Independent House/Villa,Hyderabad,1,3.0,4,3,5,2,8600.0,2380.0,20500000.0,1,2,3,Manikonda,78.48667,17.38504,Luxury
6591,Residential Apartment,Hyderabad,0,2.0,4,4,6,35,36.0,1492.0,54000.0,1,15,2,Manikonda,17.045441,78.659479,Luxury
6592,Independent House/Villa,Hyderabad,1,3.0,2,3,1,2,10130.0,1602.0,20300000.0,1,2,3,Manikonda,17.43498,78.175278,Luxury
6594,Residential Apartment,Hyderabad,1,2.0,2,3,6,9,8300.0,1250.0,10400000.0,1,9,2,Manikonda,17.575957,78.471167,Luxury
6595,Residential Apartment,Hyderabad,1,2.0,2,3,5,9,6666.0,1155.0,7700000.0,1,5,2,Manikonda,17.575957,78.471167,Luxury
6596,Residential Apartment,Hyderabad,0,2.0,4,3,6,35,33.0,1283.0,43000.0,1,8,2,Manikonda,17.575957,78.471167,Luxury
6597,Residential Apartment,Hyderabad,0,2.0,4,4,1,5,29.0,1200.0,35000.0,2,5,2,Manikonda,17.575957,78.471167,Budget
6598,Residential Apartment,Hyderabad,0,3.0,4,3,6,35,31.0,1993.0,63000.0,1,26,3,Manikonda,17.575957,78.471167,Luxury
6599,Residential Apartment,Hyderabad,0,3.0,4,3,6,11,30.0,1960.0,60000.0,1,6,3,Manikonda,17.575957,78.471167,Luxury
6600,Residential Apartment,Hyderabad,0,3.0,1,4,1,30,33.0,1717.0,58000.0,1,28,3,Manikonda,17.575957,78.471167,Luxury
6601,Residential Apartment,Hyderabad,1,3.0,2,3,1,15,10000.0,1496.0,15000000.0,2,13,3,Manikonda,17.575957,78.471167,Luxury
6602,Residential Apartment,Hyderabad,1,2.0,2,3,1,25,10000.0,1340.0,13400000.0,1,8,2,Manikonda,17.575957,78.471167,Luxury
6603,Residential Apartment,Hyderabad,1,3.0,2,3,1,25,10000.0,2040.0,20400000.0,2,14,3,Manikonda,17.575957,78.471167,Luxury
6604,Residential Apartment,Hyderabad,1,3.0,0,3,1,20,9932.0,1490.0,14800000.0,1,18,3,Manikonda,17.575957,78.471167,Luxury
6605,Residential Apartment,Hyderabad,1,3.0,2,3,1,15,10000.0,1798.0,18000000.0,2,11,3,Manikonda,17.575957,78.471167,Luxury
6606,Residential Apartment,Hyderabad,1,3.0,2,3,1,20,10000.0,1900.0,19000000.0,1,14,3,Manikonda,17.575957,78.471167,Luxury
6607,Residential Apartment,Hyderabad,1,2.0,2,3,1,15,9953.0,1297.0,12900000.0,1,8,2,Manikonda,17.575957,78.471167,Luxury
6608,Residential Apartment,Hyderabad,1,3.0,2,3,1,25,10000.0,1935.0,19400000.0,2,12,3,Manikonda,17.575957,78.471167,Luxury
6609,Residential Apartment,Hyderabad,1,3.0,0,3,1,25,10000.0,1865.0,18700000.0,2,22,3,Manikonda,17.575957,78.471167,Luxury
6610,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,11885.0,2440.0,29000000.0,2,8,3,Manikonda,17.575957,78.471167,Luxury
6611,Residential Apartment,Hyderabad,1,3.0,2,3,1,21,9999.0,2315.0,23100000.0,2,14,3,Manikonda,17.575957,78.471167,Luxury
6612,Residential Apartment,Hyderabad,1,3.0,1,4,1,36,23323.0,3430.0,80000000.0,1,20,3,Manikonda,17.575957,78.471167,Luxury
6613,Residential Apartment,Hyderabad,0,2.0,4,3,1,25,35.0,1375.0,49000.0,2,6,2,Manikonda,17.575957,78.471167,Luxury
6614,Residential Apartment,Hyderabad,1,3.0,2,4,1,14,7000.0,1685.0,11800000.0,2,9,3,Manikonda,17.575957,78.471167,Luxury
6615,Residential Apartment,Hyderabad,1,2.0,2,4,1,14,7000.0,1360.0,95200000.0,1,8,2,Manikonda,17.575957,78.471167,Luxury
6616,Residential Apartment,Hyderabad,1,3.0,0,4,1,14,7000.0,1620.0,11299999.999999998,1,8,3,Manikonda,17.575957,78.471167,Luxury
6617,Residential Apartment,Hyderabad,0,2.0,4,3,1,25,33.0,1340.0,45000.0,1,8,2,Manikonda,17.575957,78.471167,Luxury
6618,Residential Apartment,Hyderabad,1,3.0,2,3,6,25,10223.0,1565.0,16000000.0,1,18,3,Manikonda,17.575957,78.471167,Luxury
6619,Residential Apartment,Hyderabad,0,3.0,4,3,1,20,37.0,1595.0,60000.0,1,10,3,Manikonda,17.575957,78.471167,Luxury
6620,Independent House/Villa,Secunderabad,1,3.0,2,4,6,2,172487.0,238.0,41100000.0,2,2,3,Manikonda,17.575957,78.471167,Luxury
6622,Residential Apartment,Hyderabad,1,2.0,2,4,6,6,6499.0,1160.0,753900000.0,1,3,2,Manikonda,17.575957,78.471167,Luxury
6623,Residential Apartment,Hyderabad,1,2.0,2,1,1,25,9999.0,1275.0,12700000.0,1,8,2,Manikonda,17.41214,78.36431,Luxury
6624,Residential Apartment,Hyderabad,0,3.0,4,4,6,25,28.0,1560.0,45000.0,1,22,3,Manikonda,17.516907,78.34283,Luxury
6625,Residential Apartment,Secunderabad,1,3.0,2,4,6,5,6240.0,1362.0,8500000.0,2,3,3,Manikonda,17.4324021,78.4368256,Luxury
6626,Residential Apartment,Hyderabad,0,3.0,1,4,1,14,24.0,1875.0,45000.0,2,7,3,Manikonda,17.4359437,78.3416731,Luxury
6627,Residential Apartment,Hyderabad,0,3.0,4,3,1,25,34.0,1505.0,52000.0,1,7,3,Manikonda,17.4359437,78.3416731,Luxury
6628,Residential Apartment,Hyderabad,1,2.0,1,3,1,35,9485.0,1476.0,14000000.0,2,5,2,Manikonda,17.442196,78.280067,Luxury
6630,Residential Apartment,Hyderabad,1,3.0,2,3,6,5,8195.0,1513.0,12400000.0,1,5,3,Manikonda,17.4125664,78.3404365,Luxury
6631,Residential Apartment,Hyderabad,0,3.0,4,1,1,9,29.0,1535.0,45000.0,2,6,3,Manikonda,17.42169,78.21842,Luxury
6632,Residential Apartment,Hyderabad,0,3.0,4,3,6,31,30.0,1650.0,50000.0,1,28,3,Manikonda,17.47661,78.173427,Luxury
6635,Residential Apartment,Hyderabad,0,2.0,1,3,6,25,34.0,1345.0,47000.0,1,4,2,Manikonda,17.311940823733476,78.47302608769566,Luxury
6636,Residential Apartment,Hyderabad,1,2.0,2,3,5,32,4679.0,1375.0,549900000.0,1,16,2,Manikonda,17.4359437,78.3416731,Luxury
6637,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2,12647.0,1602.0,20300000.0,1,2,3,Manikonda,17.4480919,78.3787508,Luxury
6638,Independent House/Villa,Hyderabad,0,5.0,4,1,1,3,29.0,4700.0,1400000.0,3,3,5,Manikonda,17.466742,78.337059,Luxury
6639,Independent House/Villa,Hyderabad,0,4.0,4,4,6,2,37.0,4500.0,1700000.0,2,2,4,Manikonda,17.478221,78.312255,Luxury
6640,Residential Apartment,Hyderabad,0,2.0,1,3,6,25,36.0,1375.0,50000.0,2,20,2,Manikonda,17.41341,78.339447,Luxury
6641,Residential Apartment,Hyderabad,0,3.0,1,3,6,35,45.0,1993.0,90000.0,1,20,3,Manikonda,17.478221,78.312255,Luxury
6642,Residential Apartment,Hyderabad,0,3.0,1,4,6,15,33.0,1798.0,60000.0,1,10,3,Manikonda,17.466742,78.337059,Luxury
6643,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,5999.0,1300.0,779900000.0,1,3,2,Manikonda,17.40223,78.3444,Luxury
6644,Residential Apartment,Hyderabad,0,3.0,1,4,6,5,20.0,1720.0,35000.0,2,4,3,Manikonda,17.4609913,78.3532083,Luxury
6645,Residential Apartment,Hyderabad,0,3.0,4,1,6,5,21.0,1820.0,40000.0,2,3,3,Manikonda,17.4609913,78.3532083,Budget
6646,Residential Apartment,Hyderabad,1,2.0,1,0,1,35,9485.0,1476.0,14000000.0,2,5,2,Manikonda,17.4692958,78.333071,Luxury
6647,Residential Apartment,Hyderabad,1,4.0,2,4,1,14,7918.0,2311.0,18300000.0,1,2,4,Manikonda,17.466742,78.337059,Luxury
6648,Independent House/Villa,Hyderabad,0,4.0,1,4,2,2,40.0,4500.0,1800000.0,3,2,4,Manikonda,17.391372,78.339424,Luxury
6649,Residential Apartment,Hyderabad,1,3.0,2,4,6,34,10000.0,1390.0,13899999.999999998,1,16,3,Manikonda,17.42278,78.34724,Luxury
6651,Residential Apartment,Hyderabad,0,2.0,4,4,6,35,33.0,1492.0,50000.0,1,22,2,Manikonda,17.466742,78.337059,Luxury
6652,Residential Apartment,Hyderabad,1,3.0,2,3,6,32,11498.0,2235.0,25700000.0,1,8,3,Manikonda,17.433847,78.332074,Luxury
6653,Independent House/Villa,Hyderabad,1,3.0,2,3,6,2,161048.0,267.0,43000000.0,2,2,3,Manikonda,17.400284,78.350663,Luxury
6654,Residential Apartment,Hyderabad,1,3.0,2,3,6,35,10286.0,1993.0,20500000.0,1,18,3,Manikonda,17.422584,78.350841,Luxury
6655,Residential Apartment,Hyderabad,0,4.0,4,3,1,9,24.0,4000.0,86000.0,2,7,4,Manikonda,17.311940823733476,78.47302608769566,Luxury
6656,Residential Apartment,Hyderabad,0,4.0,1,0,2,7,22.0,2700.0,60000.0,1,5,4,Manikonda,17.683769,79.051065,Luxury
6657,Residential Apartment,Hyderabad,0,3.0,1,3,1,5,24.0,1450.0,35000.0,1,2,3,Manikonda,17.640228766466283,78.4828090954698,Luxury
6658,Residential Apartment,Hyderabad,1,3.0,4,1,1,31,12813.0,1834.0,23500000.0,1,11,3,Manikonda,17.4769491,78.5598292,Luxury
6660,Independent House/Villa,Secunderabad,1,4.0,1,4,1,2,198501.0,2403.0,53000000.0,2,2,4,Manikonda,17.4478104,78.5263305,Luxury
6662,Residential Apartment,Hyderabad,1,3.0,2,4,5,35,15994.0,2876.0,46000000.0,2,15,3,Manikonda,17.4417749,78.5010847,Luxury
6663,Residential Apartment,Hyderabad,0,3.0,1,5,3,5,20.0,2200.0,45000.0,1,5,3,Manikonda,17.4876857,78.5483395,Luxury
6664,Independent House/Villa,Hyderabad,0,5.0,4,3,2,2,55.0,7200.0,400000.0,3,2,5,Manikonda,17.4838,78.478233,Luxury
6665,Residential Apartment,Hyderabad,1,3.0,2,4,1,14,7586.0,1384.0,10500000.0,1,12,3,Manikonda,17.485456,78.487045,Luxury
