,PROPERTY_TYPE,CITY,LOCALITY,OWNTYPE,BEDROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,PRICE_SQFT,CARPET_SQFT,SUPERBUILTUP_SQFT,AREA,PRICE,BHK,LATITUDE,LONGITUDE,LUXURY
6627,Residential Apartment,Gurgaon,Sector 83,1,2.0,2.0,4,3,1,7,18.0,7389.0,1050.0,1245.0,1245,9200000.0,2.0,28.3993997,76.9703234,Semi-luxury
6628,Residential Apartment,Gurgaon,Sector 108,1,3.0,3.0,4,5,1,2,4.0,2756.0,,1161.0,1161,3200000.0,3.0,28.510599,76.98856,Semi-luxury
6629,Residential Apartment,Gurgaon,Sector 109,1,3.0,4.0,4,5,1,13,27.0,14506.0,,2585.0,2585,37500000.0,3.0,28.515309,77.003236,Semi-luxury
6630,Residential Apartment,Gurgaon,Sector-33 Sohna,1,4.0,4.0,4,6,6,12,14.0,11217.0,,2407.0,2407,27000000.0,4.0,28.420457,77.038483,Semi-luxury
6631,Independent/Builder Floor,Gurgaon,DLF Phase 5,1,3.0,2.0,4,5,3,1,3.0,16180.0,1500.0,1885.0,1885,30500000.0,,28.447417,77.092289,Luxury
6632,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,4.0,4,7,6,2,4.0,15625.0,2100.0,,2400,37500000.0,4.0,28.425675,77.043508,Luxury
6633,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,4.0,4,7,6,4,4.0,17000.0,2100.0,,2500,42500000.0,4.0,28.425675,77.043508,Luxury
6634,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,6,9,12.0,5919.0,,2120.0,2120,12500000.0,3.0,28.405391,76.952235,Semi-luxury
6635,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,0,3,1,3,12.0,5471.0,,1645.0,1645,9000000.0,3.0,28.404439,76.950907,Semi-luxury
6636,Residential Apartment,Gurgaon,Sector 108,1,3.0,2.0,2,7,6,2,19.0,18422.0,1280.17,2003.0,2003,36900000.0,3.0,28.516331087497,76.995685046165,Semi-luxury
6637,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,6,10,26.0,12234.0,1027.68,1692.0,1692,20700000.0,3.0,28.479276836122,76.976094508889,Semi-luxury
6638,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,5,24.0,19083.0,1200.0,1889.0,1889,22900000.0,3.0,28.481127,76.973756,Semi-luxury
6639,Residential Apartment,Gurgaon,Sector 108,1,3.0,2.0,2,3,6,16,18.0,16949.0,1111.44,1711.0,1711,29000000.0,3.0,28.516331087497,76.995685046165,Semi-luxury
6640,Residential Apartment,Gurgaon,Sector 108,1,2.0,2.0,2,5,6,16,18.0,17378.0,848.2,1381.0,1381,24100000.0,2.0,28.516331087497,76.995685046165,Semi-luxury
6641,Residential Apartment,Gurgaon,Sector 108,1,4.0,3.0,2,3,5,10,18.0,18400.0,1581.0,2459.0,2459,45400000.0,4.0,28.516331087497,76.995685046165,Semi-luxury
6642,Independent/Builder Floor,Gurgaon,Sector 83,1,2.0,2.0,2,3,1,2,2.0,8095.0,1050.0,,1050,8500000.0,,28.39661,76.97283,Luxury
6643,Residential Apartment,Gurgaon,Sector 106,1,2.0,3.0,2,7,5,17,34.0,13543.0,,1366.0,1366,18500000.0,2.0,28.509518516781,76.988676053722,Semi-luxury
6644,Residential Apartment,Gurgaon,DLF Phase 5,1,3.0,2.0,4,1,3,1,3.0,15806.0,1550.0,1895.0,1895,24500000.0,,28.44673,77.09355,Semi-luxury
6645,Independent/Builder Floor,Gurgaon,DLF Phase 5,1,3.0,2.0,4,5,3,2,3.0,14333.0,1500.0,1895.0,1895,21500000.0,,28.44673,77.09355,Luxury
6646,Independent/Builder Floor,Gurgaon,South City 2,1,4.0,3.0,4,3,1,2,4.0,14468.0,2350.0,,2350,34000000.0,4.0,28.418353,77.053084,Luxury
6647,Residential Apartment,Gurgaon,Sector 102,1,2.0,3.0,2,5,5,7,26.0,11193.0,734.8,1215.0,1215,13600000.000000002,2.0,28.479276836122,76.976094508889,Semi-luxury
6648,Residential Apartment,Gurgaon,Sector 83,1,3.0,3.0,4,3,1,5,18.0,7927.0,,1785.0,1785,14100000.0,3.0,28.3993997,76.9703234,Semi-luxury
6649,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,3,5,16,33.0,15500.0,,2450.0,2450,38000000.0,3.0,28.5033,76.99743,Semi-luxury
6650,Residential Apartment,Gurgaon,Sector 37D,1,2.0,3.0,4,5,1,7,14.0,6883.0,,1540.0,1540,10600000.0,2.0,28.454369,76.976104,Semi-luxury
6651,Residential Apartment,Gurgaon,Sector 108,1,2.0,3.0,2,0,1,12,14.0,8106.0,721.19,1283.0,1283,10400000.0,2.0,28.511146,76.985175,Semi-luxury
6652,Independent House/Villa,Gurgaon,Sector 112,1,5.0,3.0,4,3,6,,4.0,10988.0,,,6325,69500000.0,5.0,28.518677,77.015115,Luxury
6653,Residential Apartment,Gurgaon,Sector 109,1,4.0,4.0,4,5,1,3,23.0,11822.0,,3045.0,3045,36000000.0,4.0,28.508602,77.002116,Semi-luxury
6654,Residential Apartment,Gurgaon,Sector 113,1,3.0,3.0,2,3,5,14,25.0,13080.0,,2217.0,2217,29000000.0,3.0,28.532594,77.020297,Semi-luxury
6655,Residential Apartment,Gurgaon,Sector 108,1,4.0,3.0,2,4,5,11,24.0,17378.0,1581.0,2459.0,2459,47900000.0,2.0,28.516331087497,76.995685046165,Semi-luxury
6656,Residential Apartment,Gurgaon,Sector 108,1,3.0,2.0,2,7,5,18,19.0,16949.0,1111.44,1711.0,1711,29000000.0,3.0,28.516331087497,76.995685046165,Semi-luxury
6657,Independent House/Villa,Gurgaon,Sector 21,1,6.0,3.0,2,7,3,,3.0,6333333.0,1350.0001350000136,,2250,38000000.0,,28.514114,77.072723,Luxury
6658,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,6,3,12.0,5849.0,,2120.0,2120,12400000.0,3.0,28.405391,76.952235,Semi-luxury
6659,Residential Apartment,Gurgaon,Sector 85,1,4.0,4.0,4,8,6,4,12.0,6074.0,,2560.0,2560,15500000.0,4.0,28.405391,76.952235,Semi-luxury
6660,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,2,1,1,9,12.0,5313.0,,1675.0,1675,8900000.0,3.0,28.405743,76.953408,Semi-luxury
6661,Residential Apartment,Gurgaon,Sector 108,1,3.0,3.0,4,5,1,8,14.0,9623.0,,2338.0,2338,22500000.0,3.0,28.511146,76.985175,Semi-luxury
6662,Residential Apartment,Gurgaon,Sector 108,1,3.0,3.0,4,5,1,10,14.0,16652.0,1140.98,2003.0,2003,19000000.0,3.0,28.511146,76.985175,Semi-luxury
6663,Residential Apartment,Gurgaon,Sector 108,1,3.0,2.0,1,3,6,14,24.0,18722.0,1280.17,2003.0,2003,37500000.0,3.0,28.516331087497,76.995685046165,Semi-luxury
6664,Residential Apartment,Gurgaon,Sector 112,1,3.0,3.0,4,4,1,15,28.0,17299.0,,2802.0,2802,38500000.0,3.0,28.518677,77.015115,Semi-luxury
6665,Independent House/Villa,Gurgaon,Sector 102,1,3.0,2.0,4,5,6,,4.0,80000.0,,,2250,20000000.0,3.0,28.474861,76.976292,Luxury
6666,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,2.0,4,1,6,3,4.0,14047.0,2100.0,,2100,29500000.0,4.0,28.422656,77.045656,Luxury
6667,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,9,14.0,9750.0,,2000.0,2000,19500000.0,,28.4746969,76.9686267,Semi-luxury
6668,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,4,1,1,9,12.0,5253.0,,1675.0,1675,8800000.0,3.0,28.405743,76.953408,Semi-luxury
6669,Residential Apartment,Gurgaon,Sector 85,1,4.0,3.0,2,3,1,10,12.0,4962.0,,1975.0,1975,9800000.0,4.0,28.404439,76.950907,Semi-luxury
6670,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,4,1,9,12.0,5457.0,,1475.0,1475,80500000.0,3.0,28.404439,76.950907,Semi-luxury
6671,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,1,7,12.0,5491.0,,1475.0,1475,8100000.0,3.0,28.404439,76.950907,Semi-luxury
6672,Residential Apartment,Gurgaon,Sector 108,1,3.0,2.0,2,7,5,18,24.0,16890.0,1111.44,1711.0,1711,28900000.0,3.0,28.516331087497,76.995685046165,Semi-luxury
6673,Residential Apartment,Gurgaon,Sector 85,1,4.0,3.0,4,3,1,1,12.0,4911.0,,1975.0,1975,9700000.0,4.0,28.404439,76.950907,Semi-luxury
6674,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,4,1,2,12.0,5559.0,,1475.0,1475,8200000.0,3.0,28.404439,76.950907,Semi-luxury
6675,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,3,1,1,12.0,5593.0,,1475.0,1475,82500000.0,3.0,28.404439,76.950907,Semi-luxury
6676,Residential Apartment,Gurgaon,Sector 85,1,3.0,3.0,4,3,1,2,12.0,5373.0,,1675.0,1675,9000000.0,3.0,28.405743,76.953408,Semi-luxury
6677,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,4.0,2.0,4,3,1,1,4.0,17500.0,2200.0,,2200,38500000.0,4.0,28.4572434,77.0782527,Luxury
6678,Residential Apartment,Gurgaon,Sector 102,1,2.0,3.0,2,5,5,11,26.0,11152.0,,1215.0,1215,13600000.000000002,2.0,28.479276836122,76.976094508889,Semi-luxury
6679,Residential Apartment,Gurgaon,Sector 102,1,3.0,4.0,2,7,5,4,26.0,19058.0,1128.09,1852.0,1852,21500000.0,3.0,28.479276836122,76.976094508889,Semi-luxury
6680,Independent House/Villa,Gurgaon,Sector 109,1,5.0,4.0,2,7,6,,2.0,93930.0,,,6228,65000000.0,,28.513368,76.996723,Luxury
6681,Residential Apartment,Gurgaon,Sector 106,1,3.0,4.0,2,7,5,2,34.0,13477.0,,1855.0,1855,25000000.0,3.0,28.509518516781,76.988676053722,Semi-luxury
6682,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,6,9,25.0,10237.0,,2149.0,2149,22000000.0,3.0,28.469269,76.971396,Semi-luxury
6683,Independent/Builder Floor,Gurgaon,Sector 65,1,3.0,2.0,4,5,6,1,3.0,15579.0,1380.0,,1380,21500000.0,3.0,28.407289,77.069686,Luxury
6684,Independent/Builder Floor,Gurgaon,Sector 65,1,3.0,2.0,4,5,1,G,5.0,16666.0,1650.0,,1650,27500000.0,,28.399273,77.070425,Luxury
6685,Independent/Builder Floor,Gurgaon,Uppals Southend,1,4.0,2.0,4,5,5,2,4.0,12045.0,2200.0,,2200,26500000.0,4.0,28.409324,77.045716,Luxury
6686,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,2.0,4,5,6,3,4.0,10156.0,3200.0,,3200,32500000.0,4.0,28.425675,77.043508,Luxury
6687,Independent/Builder Floor,Gurgaon,Sector 57,1,4.0,2.0,4,5,6,3,4.0,10263.0,1900.0,,1900,19500000.0,4.0,28.421213,77.080859,Luxury
6688,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,5,6,3,4.0,14705.0,1700.0,,1700,25000000.0,3.0,28.425675,77.043508,Luxury
6689,Independent/Builder Floor,Gurgaon,Sector 67,1,4.0,2.0,4,5,6,3,4.0,9736.0,1900.0,,1900,18500000.0,4.0,28.4320243,76.9859591,Luxury
6690,Independent/Builder Floor,Gurgaon,Sector 48,1,4.0,2.0,4,5,6,2,4.0,12031.0,3200.0,,3200,38500000.0,4.0,28.412173,77.0361,Luxury
6691,Independent/Builder Floor,Gurgaon,Sector 48,1,4.0,2.0,4,5,6,1,4.0,9285.0,2800.0,,2800,26000000.0,4.0,28.416205,77.034058,Luxury
6692,Independent/Builder Floor,Gurgaon,Sector 57,1,4.0,2.0,4,5,6,3,4.0,9166.0,2400.0,,2400,22000000.0,4.0,28.420458,77.084871,Luxury
6693,Residential Apartment,Gurgaon,Sector 42,1,4.0,4.0,4,5,2,9,24.0,43750.0,6400.0,,6400,280000000.0,,28.45382,77.09956,Semi-luxury
6694,Independent/Builder Floor,Gurgaon,Sector 56,1,4.0,2.0,4,5,6,3,4.0,10625.0,2400.0,,2400,25500000.0,4.0,28.42606,77.099483,Luxury
6695,Independent/Builder Floor,Gurgaon,Sector 63A,1,4.0,2.0,4,5,5,3,4.0,12777.0,1800.0,,1800,23000000.0,3.0,28.3974533,77.0990198,Luxury
6696,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,5,5,7,34.0,13962.0,1250.0,1855.0,1855,25900000.0,3.0,28.509518516781,76.988676053722,Semi-luxury
6697,Independent House/Villa,Gurgaon,Sector 23A,1,2.0,2.0,2,5,3,,1.0,165625.0,1215.0000000001214,,1440,26500000.0,,28.506842,77.045583,Luxury
6698,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,0,1,12,24.0,11012.0,,1689.0,1689,18600000.0,3.0,28.481127,76.973756,Semi-luxury
6699,Residential Apartment,Gurgaon,Sector 104,1,3.0,2.0,2,5,5,19,35.0,10816.0,861.97,1359.0,1359,14700000.0,3.0,28.484795,76.999036,Semi-luxury
6700,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,1,4,1,,3.0,197211.0,,,4518,99000000.0,,28.428798,77.029648,Luxury
6701,Independent House/Villa,Gurgaon,Sector 22,1,2.0,2.0,4,7,3,,1.0,173913.0,1080.000000000108,,1449,28000000.0,,28.503576,77.065435,Luxury
6702,Independent/Builder Floor,Gurgaon,Sector 22,1,4.0,3.0,4,3,6,2,4.0,10666.0,2150.0,2250.0,2250,24000000.0,,28.503576,77.065435,Luxury
6703,Residential Apartment,Gurgaon,Sector 107,1,2.0,3.0,4,5,1,3,14.0,7822.0,1056.0,1534.0,1534,12000000.0,2.0,28.514725,76.973355,Semi-luxury
6704,Residential Apartment,Gurgaon,Sector 106,1,3.0,4.0,4,5,1,2,24.0,8522.0,1130.0,1760.0,1760,15000000.0,3.0,28.499693,76.999962,Semi-luxury
6705,Residential Apartment,Gurgaon,Sector 106,1,2.0,4.0,4,5,1,4,24.0,7581.0,845.0,1385.0,1385,10500000.0,2.0,28.499693,76.999962,Semi-luxury
6706,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,5,1,9,18.0,8600.0,,2000.0,2000,17200000.0,3.0,28.499023,76.983105,Semi-luxury
6707,Residential Apartment,Gurgaon,Sector 106,1,2.0,2.0,4,5,6,6,8.0,7942.0,845.0,1385.0,1385,11000000.0,2.0,28.5033,76.99743,Semi-luxury
6708,Residential Apartment,Gurgaon,Sector 104,1,3.0,2.0,2,7,5,18,35.0,10816.0,861.97,1359.0,1359,14700000.0,3.0,28.484795,76.999036,Semi-luxury
6709,Residential Apartment,Gurgaon,Sector 104,1,2.0,2.0,2,0,5,11,35.0,10464.0,683.83,1099.0,1099,11500000.0,2.0,28.484795,76.999036,Semi-luxury
6710,Residential Apartment,Gurgaon,Sector 113,1,3.0,3.0,2,7,5,24,25.0,12597.0,,2691.0,2691,33900000.0,3.0,28.532594,77.020297,Semi-luxury
6711,Residential Apartment,Gurgaon,Sector 113,1,3.0,2.0,2,7,6,5,25.0,12539.0,,1579.0,1579,19800000.0,3.0,28.532594,77.020297,Semi-luxury
6712,Residential Apartment,Gurgaon,Sector 113,1,3.0,3.0,2,7,6,3,24.0,11873.0,,2215.0,2215,26300000.0,3.0,28.53268,77.018094,Semi-luxury
6713,Residential Apartment,Gurgaon,Sector 106,1,3.0,4.0,2,7,5,20,34.0,13423.0,,1855.0,1855,24900000.000000004,3.0,28.509518516781,76.988676053722,Semi-luxury
6714,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,2,7,6,10,26.0,11555.0,,1852.0,1852,21400000.0,3.0,28.479276836122,76.976094508889,Semi-luxury
6715,Residential Apartment,Gurgaon,Sector 102,1,2.0,3.0,2,7,5,10,26.0,11193.0,,1215.0,1215,13600000.000000002,2.0,28.479276836122,76.976094508889,Semi-luxury
6716,Residential Apartment,Gurgaon,Sector 83,1,3.0,3.0,4,1,1,7,18.0,6628.0,1600.0,1735.0,1735,11500000.0,3.0,28.3993997,76.9703234,Semi-luxury
6717,Independent/Builder Floor,Gurgaon,Sector 67,1,4.0,2.0,4,5,6,3,4.0,9375.0,2400.0,,2400,22500000.0,4.0,28.4320243,76.9859591,Luxury
6718,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,2.0,4,5,6,2,4.0,11718.0,3200.0,,3200,37500000.0,4.0,28.425675,77.043508,Luxury
6719,Independent/Builder Floor,Gurgaon,Sector 50,1,3.0,2.0,4,0,6,3,4.0,13333.0,1800.0,,1800,24000000.0,3.0,28.417831,77.052274,Luxury
6720,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,3,1,3,12.0,5491.0,,1475.0,1475,8100000.0,3.0,28.404439,76.950907,Semi-luxury
6721,Residential Apartment,Gurgaon,Sector 85,1,4.0,4.0,4,0,6,1,12.0,5937.0,,2560.0,2560,15200000.0,4.0,28.405391,76.952235,Semi-luxury
6722,Residential Apartment,Gurgaon,Sector 85,1,4.0,4.0,4,0,6,3,12.0,6054.0,,2560.0,2560,15500000.0,4.0,28.405391,76.952235,Semi-luxury
6723,Residential Apartment,Gurgaon,Sector 85,1,4.0,4.0,4,0,6,2,12.0,5859.0,,2560.0,2560,15000000.0,4.0,28.405391,76.952235,Semi-luxury
6724,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,6,10,12.0,5825.0,,2120.0,2120,12400000.0,3.0,28.405391,76.952235,Semi-luxury
6725,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,6,1,12.0,5990.0,,2120.0,2120,12700000.0,3.0,28.405391,76.952235,Semi-luxury
6726,Residential Apartment,Gurgaon,Sector 104,1,3.0,2.0,4,5,5,15,35.0,11037.0,,1359.0,1359,15000000.0,,28.47878,76.99599,Semi-luxury
6727,Residential Apartment,Gurgaon,Sector 108,1,3.0,4.0,4,5,1,7,14.0,8361.0,,1758.0,1758,14700000.0,,28.51417,76.983935,Semi-luxury
6728,Residential Apartment,Gurgaon,Sector 108,1,2.0,3.0,4,5,1,5,14.0,8261.0,,1283.0,1283,10600000.0,,28.51417,76.983935,Semi-luxury
6729,Residential Apartment,Gurgaon,Sector 104,1,2.0,2.0,4,5,1,12,29.0,10451.0,,1550.0,1550,16200000.000000002,,28.47878,76.99599,Semi-luxury
6730,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,2,7,1,4,14.0,9757.0,,1650.0,1650,16100000.000000002,,28.4746969,76.9686267,Semi-luxury
6731,Residential Apartment,Gurgaon,Sector 102,1,4.0,4.0,4,5,1,11,24.0,10114.0,,4548.0,4548,46000000.0,,28.4746969,76.9686267,Semi-luxury
6732,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,15,24.0,11012.0,,1689.0,1689,18600000.0,,28.4746969,76.9686267,Semi-luxury
6733,Residential Apartment,Gurgaon,Sector 108,1,3.0,4.0,4,0,2,8,14.0,7963.0,974.68,1758.0,1758,14000000.0,3.0,28.511146,76.985175,Semi-luxury
6734,Residential Apartment,Gurgaon,Sector 106,1,2.0,2.0,4,5,5,4,34.0,12000.0,1400.0,,1400,16800000.0,2.0,28.509518516781,76.988676053722,Semi-luxury
6735,Residential Apartment,Gurgaon,Sector 103,1,2.0,4.0,4,5,1,2,18.0,7629.0,,1481.0,1481,12000000.0,2.0,28.499023,76.983105,Semi-luxury
6736,Independent/Builder Floor,Gurgaon,South City 1,1,3.0,2.0,4,3,6,4,4.0,119444.0,1620.000000000162,,1620,21500000.0,,28.4583384,77.06652,Luxury
6737,Independent/Builder Floor,Gurgaon,South City 1,1,3.0,2.0,4,3,6,1,4.0,111111.0,1620.000000000162,,1620,20000000.0,3.0,28.4583384,77.06652,Luxury
6738,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,5,2,13,14.0,10518.0,,2567.0,2567,27000000.0,4.0,28.40622,77.042469,Semi-luxury
6739,Independent House/Villa,Gurgaon,Nirvana Country,1,3.0,2.0,4,4,2,,2.0,291666.0,,,3240,105000000.0,3.0,28.416992,77.06544,Luxury
6740,Residential Apartment,Gurgaon,DLF Phase 5,1,4.0,3.0,4,6,3,6,14.0,15552.0,1601.0,1740.0,1740,24900000.000000004,4.0,28.447043,77.095211,Semi-luxury
6741,Residential Apartment,Gurgaon,Sector 43,1,4.0,3.0,1,7,2,5,12.0,11607.0,2100.0,,2800,32500000.0,4.0,28.449219,77.078842,Semi-luxury
6742,Residential Apartment,Gurgaon,Sector 43,1,4.0,3.0,4,5,1,7,14.0,10333.0,2500.0,,3000,31000000.0,4.0,28.452587,77.091204,Semi-luxury
6743,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,0,1,2,12.0,5762.0,,1475.0,1475,8500000.0,3.0,28.404439,76.950907,Semi-luxury
6744,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,3,1,5,12.0,5423.0,,1475.0,1475,8000000.0,3.0,28.404439,76.950907,Semi-luxury
6745,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,1,6,5,12.0,5896.0,,2120.0,2120,12500000.0,3.0,28.405391,76.952235,Semi-luxury
6746,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,4,6,4,12.0,5754.0,,2120.0,2120,12200000.0,3.0,28.405391,76.952235,Semi-luxury
6747,Residential Apartment,Gurgaon,Sector 106,1,2.0,2.0,2,7,5,2,34.0,12262.0,,1366.0,1366,16700000.0,2.0,28.509518516781,76.988676053722,Semi-luxury
6748,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,2,7,5,15,34.0,14555.0,,1855.0,1855,27000000.0,3.0,28.509518516781,76.988676053722,Semi-luxury
6749,Residential Apartment,Gurgaon,Sector 102,1,2.0,3.0,2,7,6,11,26.0,11399.0,,1215.0,1215,13799999.999999998,2.0,28.479276836122,76.976094508889,Semi-luxury
6750,Residential Apartment,Gurgaon,Sector 113,1,3.0,4.0,2,7,5,23,25.0,12560.0,,2691.0,2691,33800000.0,3.0,28.532594,77.020297,Semi-luxury
6751,Residential Apartment,Gurgaon,Sector 85,1,4.0,4.0,4,0,6,2,12.0,5742.0,,2560.0,2560,14700000.0,4.0,28.405391,76.952235,Semi-luxury
6752,Residential Apartment,Gurgaon,Sector 85,1,3.0,2.0,4,3,6,3,12.0,5707.0,,2120.0,2120,12100000.0,3.0,28.405391,76.952235,Semi-luxury
6753,Residential Apartment,Gurgaon,Sector 104,1,2.0,3.0,0,5,1,23,29.0,10411.0,,1700.0,1700,17700000.0,,28.47878,76.99599,Semi-luxury
6754,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,1,4,14.0,9454.0,,1650.0,1650,15600000.0,,28.4746969,76.9686267,Semi-luxury
6755,Independent House/Villa,Gurgaon,Uppals Southend,1,8.0,4.0,1,7,6,,2.0,15625.0,,,4800,75000000.0,4.0,28.409024,77.039055,Luxury
6756,Independent House/Villa,Gurgaon,Sector 48,1,4.0,4.0,4,7,1,,2.0,229166.0,,,3240,82500000.0,,28.463784,77.062503,Luxury
6757,Independent House/Villa,Gurgaon,Nirvana Country,1,4.0,2.0,4,3,2,,2.0,294444.0,,,3240,106000000.0,,28.418585,77.064137,Luxury
6758,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,4.0,3.0,4,5,6,4,4.0,10238.0,4200.0,,4200,43000000.0,4.0,28.47805,77.074159,Luxury
6759,Residential Apartment,Gurgaon,Sector 102,1,4.0,4.0,4,5,1,3,24.0,11882.0,,3198.0,3198,38000000.0,4.0,28.481127,76.973756,Semi-luxury
6760,Residential Apartment,Gurgaon,Sector 103,1,4.0,4.0,4,5,1,4,18.0,8347.0,,2875.0,2875,24500000.0,4.0,28.499023,76.983105,Semi-luxury
6761,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,6,3,26.0,10933.0,,1692.0,1692,18500000.0,,28.4746969,76.9686267,Semi-luxury
6762,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,1,5,1,5,14.0,9393.0,,1650.0,1650,15500000.0,,28.4746969,76.9686267,Semi-luxury
6763,Residential Apartment,Gurgaon,Sector 108,1,2.0,2.0,4,3,1,5,22.0,5054.0,,1365.0,1365,6900000.0,2.0,28.5121326,76.9846377,Semi-luxury
6764,Residential Apartment,Gurgaon,Sector 103,1,4.0,4.0,4,5,5,10,19.0,6367.0,,2670.0,2670,17000000.0,2.0,28.488289,76.985599,Semi-luxury
6765,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,5,5,4,19.0,6242.0,887.0,1762.0,1762,11000000.0,2.0,28.488289,76.985599,Semi-luxury
6766,Residential Apartment,Gurgaon,DLF Phase 5,1,4.0,4.0,4,3,2,11,19.0,19632.0,2050.0,2343.0,2343,46000000.0,4.0,28.448496,77.095249,Semi-luxury
6767,Independent/Builder Floor,Gurgaon,Sector 46,1,3.0,3.0,4,3,1,3,4.0,72243.0,2367.0000000002365,2385.0000000002383,2385,19000000.0,3.0,28.437288,77.059136,Luxury
6768,Residential Apartment,Gurgaon,Sector 70,1,3.0,4.0,4,5,6,5,30.0,7238.0,,1865.0,1865,13500000.0,,28.397528,77.022335,Semi-luxury
6769,Residential Apartment,Gurgaon,Sector 70,1,3.0,1.0,4,5,6,5,30.0,7475.0,,2000.0,2000,15000000.0,,28.397528,77.022335,Semi-luxury
6770,Residential Apartment,Gurgaon,Sector 83,1,3.0,3.0,4,1,1,11,16.0,16077.0,1244.0,1900.0,1900,20000000.0,3.0,28.395494,76.9756004,Semi-luxury
6771,Residential Apartment,Gurgaon,Sector 70,1,3.0,3.0,4,5,6,10,30.0,7294.0,,2125.0,2125,15500000.0,,28.397528,77.022335,Semi-luxury
6772,Independent/Builder Floor,Gurgaon,Sector 82,1,2.0,2.0,4,1,2,3,3.0,6500.0,1000.0,,1000,6500000.0,,28.3935416,76.9599852,Luxury
6773,Residential Apartment,Gurgaon,Sector 62,1,3.0,2.0,4,5,1,7,25.0,14529.0,1420.0,1996.0,1996,29000000.0,3.0,28.4067756,77.0823482,Semi-luxury
6774,Independent House/Villa,Gurgaon,South City 2,1,22.0,4.0,1,0,1,,5.0,78703.0,,,540,42500000.0,22.0,28.418353,77.053084,Luxury
6775,Residential Apartment,Gurgaon,Sector 85,1,4.0,3.0,4,0,6,1,26.0,10416.0,2400.0,,2400,25000000.0,4.0,28.409748,76.953903,Semi-luxury
6776,Residential Apartment,Gurgaon,Sector 74,1,3.0,4.0,4,1,1,12,30.0,18582.0,1614.4,2018.0,2018,30000000.0,3.0,28.4164,77.01262,Semi-luxury
6777,Residential Apartment,Gurgaon,Sector 79,1,2.0,3.0,4,7,5,3,15.0,11564.0,,1470.0,1470,17000000.0,2.0,28.35927,76.971745,Semi-luxury
6778,Residential Apartment,Gurgaon,Sector 76,1,2.0,2.0,2,7,6,5,14.0,8818.0,635.0,980.0,980,5600000.0,2.0,28.39358,76.99603,Semi-luxury
6779,Residential Apartment,Gurgaon,Sector 83,1,2.0,2.0,4,0,1,6,7.0,9444.0,900.0,,900,8500000.0,2.0,28.39686,76.96909,Semi-luxury
6780,Residential Apartment,Gurgaon,Sector 83,1,3.0,2.0,4,0,1,3,7.0,9666.0,1500.0,,1500,14500000.0,3.0,28.3993997,76.9703234,Semi-luxury
6781,Residential Apartment,Gurgaon,Sector 99,1,3.0,4.0,4,3,6,8,25.0,8000.0,,2400.0,2400,19200000.0,3.0,28.456319,76.961875,Semi-luxury
