index,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
4480,Independent House/Villa,Secunderabad,0,3.0,4,3,1,2,11.0,3000.0,35000.0,2,2,3,Manikonda,17.16954,78.47093,Luxury,0,0,0,0,1,0,0,0,0,1
4481,Independent House/Villa,Secunderabad,0,2.0,4,1,1,2,14.0,2000.0,29000.0,3,2,2,Manikonda,17.16954,78.47093,Semi-luxury,0,0,0,0,0,0,0,0,0,0
4489,Residential Apartment,Hyderabad,1,3.0,2,3,5,43,7250.0,2020.0,14600000.0,3,21,3,Manikonda,17.16954,78.47093,Luxury,1,0,1,0,1,1,1,1,1,0
4490,Residential Apartment,Hyderabad,1,3.0,2,4,5,43,7250.0,2020.0,14600000.0,3,20,3,Manikonda,17.500793,78.42038,Luxury,0,0,0,0,0,0,1,1,1,0
4491,Residential Apartment,Hyderabad,1,3.0,2,4,5,43,6950.0,1695.0,11800000.0,3,14,3,Manikonda,17.500793,78.42038,Luxury,1,0,1,0,1,1,1,1,1,0
4492,Residential Apartment,Hyderabad,1,3.0,2,4,5,43,6950.0,1660.0,11500000.0,3,7,3,Manikonda,17.500793,78.42038,Luxury,1,0,1,0,0,1,1,0,1,0
4495,Residential Apartment,Hyderabad,1,3.0,2,3,5,12,5850.0,1840.0,10800000.0,3,8,3,Manikonda,17.500696,78.42036,Luxury,1,0,1,0,1,1,1,0,1,0
4511,Residential Apartment,Hyderabad,1,3.0,0,3,5,15,4000.0,2245.0,89800000.0,3,10,3,Manikonda,17.4411482,78.3910691,Luxury,0,0,0,0,0,0,1,0,0,0
4512,Residential Apartment,Hyderabad,1,2.0,2,3,5,15,3966.0,1210.0,4800000.0,1,4,2,Manikonda,17.461846,78.304958,Luxury,0,0,0,0,0,0,1,0,0,0
4513,Residential Apartment,Hyderabad,1,2.0,2,3,5,15,4000.0,1210.0,4800000.0,2,4,2,Manikonda,17.47078,78.30668,Luxury,0,0,0,0,0,0,1,0,0,0
4516,Residential Apartment,Secunderabad,1,3.0,0,4,6,6,5500.0,1583.0,8700000.0,2,4,3,Manikonda,17.55322,77.76835,Luxury,0,0,0,0,0,0,1,0,0,0
4517,Residential Apartment,Secunderabad,1,2.0,0,3,6,6,5500.0,1256.0,6900000.0,2,2,2,Manikonda,17.55322,77.76835,Luxury,0,0,0,0,0,0,1,0,0,0
4518,Residential Apartment,Hyderabad,1,2.0,2,3,5,10,3000.0,1140.0,34200000.0,1,3,2,Manikonda,17.20047,78.550548,Luxury,0,0,0,0,0,0,1,0,0,0
4519,Residential Apartment,Hyderabad,1,2.0,2,3,5,9,3000.0,1160.0,3500000.0,2,5,2,Manikonda,17.55322,77.76835,Luxury,0,0,0,0,0,0,1,0,0,0
4525,Residential Apartment,Hyderabad,0,3.0,4,3,1,15,37.0,1450.0,55000.0,2,5,3,Manikonda,17.19515,78.65624,Luxury,0,0,0,0,0,0,1,0,0,0
4526,Residential Apartment,Hyderabad,0,2.0,4,3,1,35,37.0,1283.0,48000.0,2,24,2,Manikonda,17.4321057,78.3781081,Luxury,0,0,0,0,0,0,1,0,0,0
4528,Residential Apartment,Hyderabad,0,3.0,4,3,1,20,37.0,1200.0,45000.0,2,18,3,Manikonda,17.49182,78.32617,Luxury,0,0,0,0,0,0,1,0,0,0
4529,Residential Apartment,Hyderabad,0,3.0,4,3,1,17,28.0,1690.0,48000.0,2,4,3,Manikonda,17.428103,78.32773,Luxury,0,0,0,0,0,0,1,0,0,0
4530,Residential Apartment,Hyderabad,0,3.0,4,3,6,25,29.0,1565.0,46000.0,2,12,3,Manikonda,17.428095,78.329956,Luxury,0,0,0,0,0,0,1,0,0,0
4531,Residential Apartment,Hyderabad,0,3.0,4,4,6,14,29.0,1510.0,45000.0,1,4,3,Manikonda,17.40467,78.47306,Luxury,0,0,0,0,0,0,1,0,0,0
4532,Residential Apartment,Hyderabad,0,3.0,1,3,1,31,37.0,1834.0,68000.0,2,5,3,Manikonda,17.49182,78.32617,Luxury,0,0,0,0,0,0,1,0,0,0
4533,Residential Apartment,Hyderabad,0,3.0,4,5,1,17,27.0,2160.0,60000.0,2,12,3,Manikonda,17.529701,78.333031,Luxury,0,0,0,0,0,0,1,0,0,0
4538,Residential Apartment,Hyderabad,0,3.0,4,4,6,25,29.0,1875.0,55000.0,2,7,3,Manikonda,17.385392,78.33106,Luxury,0,0,0,0,0,0,1,0,0,0
4539,Residential Apartment,Secunderabad,1,2.0,2,3,5,7,4199.0,1245.0,5100000.0,1,3,2,Manikonda,17.399478,78.338865,Luxury,1,0,1,0,0,1,1,1,1,0
4540,Residential Apartment,Secunderabad,1,2.0,2,3,5,7,4113.0,1337.0,5500000.0,1,1,2,Manikonda,17.399478,78.338865,Luxury,1,0,1,0,1,1,1,1,1,0
4541,Residential Apartment,Hyderabad,1,3.0,2,3,5,12,4764.0,1717.0,81800000.0,1,9,3,Manikonda,17.399478,78.338865,Luxury,1,0,1,0,1,1,1,1,1,0
4547,Independent House/Villa,Hyderabad,0,4.0,4,3,1,3,34.0,6500.0,22500000.0,2,3,4,Manikonda,17.045441,78.659479,Luxury,1,0,1,0,0,1,0,0,0,0
4548,Residential Apartment,Hyderabad,1,3.0,0,3,5,7,7490.0,1335.0,10000000.0,1,4,3,Manikonda,18.117833,77.854007,Luxury,1,0,1,0,0,1,1,0,1,0
4549,Residential Apartment,Hyderabad,1,3.0,2,3,5,5,6925.0,1675.0,11600000.0,1,3,3,Manikonda,17.71607,78.52229,Luxury,1,0,1,0,0,1,1,0,0,0
4550,Residential Apartment,Hyderabad,1,3.0,4,4,2,10,8741.0,1430.0,12500000.0,1,1,3,Manikonda,17.0469320670443,78.5748735042427,Luxury,0,0,0,0,0,0,1,0,0,0
4551,Residential Apartment,Hyderabad,1,4.0,2,3,5,45,12488.0,5430.0,67800000.0,2,30,4,Manikonda,17.014293,78.582802,Luxury,1,0,1,0,0,1,1,0,1,0
4552,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,10000.0,5400.0,54000000.0,4,3,4,Manikonda,17.4480919,78.3787508,Luxury,1,0,1,0,0,1,0,0,0,0
4553,Residential Apartment,Hyderabad,1,3.0,2,3,5,40,8999.0,1670.0,15000000.0,1,20,3,Manikonda,17.39291,78.33501,Luxury,1,0,1,0,0,1,1,0,1,0
4554,Independent House/Villa,Hyderabad,1,4.0,2,3,5,3,10185.0,5400.0,55000000.0,4,3,4,Manikonda,17.442058,78.346883,Luxury,1,0,1,0,0,1,0,0,0,0
4555,Residential Apartment,Hyderabad,0,3.0,4,3,6,25,29.0,1540.0,45000.0,2,4,3,Manikonda,17.20869,78.47603,Luxury,0,0,0,0,0,0,1,0,0,0
4556,Residential Apartment,Hyderabad,0,3.0,4,3,6,25,25.0,1875.0,47000.0,1,8,3,Manikonda,17.014293,78.582802,Luxury,0,0,0,0,0,0,1,0,0,0
4557,Independent House/Villa,Hyderabad,0,4.0,4,4,1,3,28.0,4200.0,1200000.0,2,3,4,Manikonda,17.20869,78.47603,Luxury,0,0,0,0,0,0,0,0,0,0
4558,Residential Apartment,Hyderabad,0,3.0,4,4,1,6,20.0,2200.0,45000.0,2,5,3,Manikonda,17.20869,78.47603,Luxury,0,0,0,0,0,0,1,0,0,0
4559,Independent House/Villa,Hyderabad,0,4.0,4,3,1,2,57.0,5200.0,300000.0,2,2,4,Manikonda,17.284328,78.471841,Luxury,1,0,1,0,1,1,0,1,0,0
4560,Independent House/Villa,Hyderabad,0,4.0,4,3,1,2,400.0,500.0,200000.0,2,2,4,Manikonda,17.053178,78.57999,Luxury,1,0,1,0,1,1,0,1,0,0
4561,Residential Apartment,Hyderabad,1,2.0,4,3,1,35,11457.0,1283.0,14700000.0,1,1,2,Manikonda,17.49182,78.32617,Luxury,1,0,1,0,1,1,1,1,1,1
4562,Residential Apartment,Hyderabad,1,4.0,2,3,2,35,10884.0,2848.0,31000000.0,3,20,4,Manikonda,17.014293,78.582802,Luxury,0,0,0,0,0,0,1,0,0,0
4563,Residential Apartment,Hyderabad,1,3.0,2,3,1,12,8584.0,1517.0,13000000.0,1,5,3,Manikonda,17.053178,78.57999,Luxury,0,0,0,0,0,0,1,0,0,0
4564,Residential Apartment,Hyderabad,1,3.0,2,0,1,12,8576.0,1516.0,13000000.0,1,6,3,Manikonda,17.20869,78.47603,Luxury,0,0,0,0,0,0,1,0,0,0
4565,Residential Apartment,Hyderabad,0,2.0,4,4,1,35,40.0,1492.0,60000.0,1,2,2,Manikonda,17.49182,78.32617,Luxury,0,0,0,0,0,0,1,0,0,0
4566,Residential Apartment,Hyderabad,0,3.0,4,4,1,35,36.0,1492.0,55000.0,1,24,3,Manikonda,17.19515,78.65624,Luxury,0,0,0,0,0,0,1,0,0,0
4567,Residential Apartment,Hyderabad,1,3.0,4,1,2,31,11250.0,1600.0,18000000.0,1,15,3,Manikonda,18.117833,77.854007,Luxury,1,0,1,0,1,1,1,1,1,1
4568,Residential Apartment,Hyderabad,1,2.0,2,3,1,35,11000.0,1283.0,14100000.0,1,32,2,Manikonda,17.284328,78.471841,Luxury,1,0,1,0,1,1,1,1,1,1
4569,Residential Apartment,Hyderabad,1,3.0,2,3,1,35,11000.0,1742.0,19200000.0,1,23,3,Manikonda,78.48667,17.38504,Luxury,1,0,1,0,1,1,1,1,1,1
4570,Residential Apartment,Hyderabad,0,2.0,4,3,1,12,33.0,1330.0,45000.0,1,1,2,Manikonda,17.5238479933976,78.3227692229911,Luxury,0,0,0,0,0,0,1,0,0,0
4571,Residential Apartment,Hyderabad,1,3.0,2,1,1,12,8563.0,1518.0,13000000.0,1,4,3,Manikonda,17.52388,78.32246,Luxury,0,0,0,0,0,0,1,0,0,0
4572,Residential Apartment,Hyderabad,1,2.0,2,4,1,12,8646.0,1515.0,13100000.0,1,4,2,Manikonda,17.022688,78.611818,Luxury,0,0,0,0,0,0,1,0,0,0
4573,Residential Apartment,Hyderabad,1,3.0,2,6,1,12,8581.0,1515.0,13000000.0,1,7,3,Manikonda,18.117833,77.854007,Luxury,0,0,0,0,0,0,1,0,0,0
4574,Residential Apartment,Hyderabad,1,4.0,2,1,1,35,11000.0,4070.0,44800000.00000001,2,6,4,Manikonda,17.1785456176031,78.3553772179728,Luxury,0,0,0,0,0,0,1,0,0,0
4575,Residential Apartment,Hyderabad,1,4.0,2,3,1,35,11000.0,2713.0,29800000.0,3,14,4,Manikonda,17.12201,78.34552,Luxury,0,0,0,0,0,0,1,0,0,0
4576,Residential Apartment,Hyderabad,0,3.0,4,3,1,35,36.0,1492.0,55000.0,1,2,3,Manikonda,17.210329,78.500098,Luxury,0,0,0,0,0,0,1,0,0,0
4577,Residential Apartment,Hyderabad,1,4.0,2,3,1,35,11000.0,2848.0,28500000.0,3,10,4,Manikonda,17.045441,78.659479,Luxury,1,0,1,0,1,1,1,1,1,1
4578,Residential Apartment,Hyderabad,0,2.0,4,3,2,31,34.0,1314.0,45000.0,1,30,2,Manikonda,17.4572674,78.3642586,Luxury,0,0,0,0,0,0,1,0,0,0
4579,Residential Apartment,Hyderabad,0,2.0,4,3,2,31,34.0,1314.0,45000.0,1,30,2,Manikonda,17.4164707,78.4382469,Luxury,0,0,0,0,0,0,1,0,0,0
4580,Residential Apartment,Hyderabad,0,2.0,4,3,2,31,36.0,1314.0,48000.0,1,8,2,Manikonda,17.391372,78.339424,Luxury,0,0,0,0,0,0,1,0,0,0
4581,Independent House/Villa,Hyderabad,0,4.0,4,3,1,3,26.0,3000.0,80000.0,2,3,4,Manikonda,17.4044905,78.3232616,Luxury,1,0,1,0,1,1,0,1,1,1
4582,Residential Apartment,Hyderabad,0,3.0,1,3,2,31,37.0,1834.0,68000.0,1,5,3,Manikonda,17.421777,78.400019,Luxury,1,0,1,0,1,1,1,1,1,1
4583,Residential Apartment,Hyderabad,1,3.0,4,3,1,31,10888.0,1745.0,19000000.0,1,30,3,Manikonda,17.4203107,78.4403866,Luxury,0,0,0,0,0,0,1,0,0,0
4584,Residential Apartment,Hyderabad,0,2.0,4,3,1,35,37.0,1283.0,48000.0,1,5,2,Manikonda,17.42169,78.21842,Luxury,1,0,1,0,1,1,1,1,1,1
4585,Independent House/Villa,Hyderabad,0,6.0,1,4,1,12,318.0,2403.0,85000.0,3,12,6,Manikonda,17.509668,78.196121,Luxury,0,0,0,0,0,0,0,1,0,0
4586,Residential Apartment,Hyderabad,0,2.0,4,4,1,35,33.0,1495.0,50000.0,1,9,2,Manikonda,17.4011618,78.37569,Luxury,1,1,1,0,0,1,1,1,1,0
4588,Residential Apartment,Hyderabad,1,2.0,2,3,5,10,6700.0,2760.0,18500000.0,2,9,2,Manikonda,17.4609913,78.3532083,Luxury,0,0,0,0,0,0,1,0,0,0
4589,Residential Apartment,Hyderabad,1,2.0,2,0,5,10,6472.0,1290.0,83500000.0,2,8,2,Manikonda,17.435795,78.3012,Luxury,0,0,0,0,0,0,1,0,0,0
4590,Residential Apartment,Hyderabad,1,3.0,2,3,6,10,6632.0,1960.0,13000000.0,2,7,3,Manikonda,17.4230897,78.3406988,Luxury,0,0,0,0,0,0,1,0,0,0
4592,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,3992.0,1290.0,51500000.0,1,5,2,Manikonda,17.4072477,78.3384088,Luxury,0,0,0,0,0,0,1,0,0,0
4594,Independent House/Villa,Hyderabad,1,3.0,2,3,5,3,7979.0,2895.0,23100000.0,1,3,3,Manikonda,17.421388,78.340833,Luxury,0,0,0,0,0,0,0,1,0,0
4595,Residential Apartment,Hyderabad,1,3.0,2,3,5,15,3875.0,1200.0,46500000.0,2,12,3,Manikonda,17.4226823,78.3511028,Luxury,0,0,0,0,0,0,1,0,0,0
4596,Residential Apartment,Hyderabad,1,3.0,2,3,5,43,4356.0,2020.0,8800000.0,2,22,3,Manikonda,17.443354,78.182044,Luxury,0,0,0,0,0,0,1,0,0,0
4598,Residential Apartment,Hyderabad,1,3.0,2,4,5,43,5500.0,2020.0,11100000.000000002,2,20,3,Manikonda,17.6197,78.082693,Luxury,0,0,0,0,0,0,1,0,0,0
4599,Residential Apartment,Hyderabad,1,3.0,2,3,5,15,3888.0,1800.0,7000000.0,2,12,3,Manikonda,17.4069767,78.3386323,Luxury,0,0,0,0,0,0,1,0,0,0
4600,Residential Apartment,Hyderabad,1,3.0,2,3,5,12,8000.0,1525.0,12200000.0,2,10,3,Manikonda,17.388441,78.3420472,Luxury,0,0,0,0,0,0,1,0,0,0
4601,Residential Apartment,Hyderabad,1,3.0,2,1,5,10,6588.0,2140.0,14100000.0,2,9,3,Manikonda,17.415875,78.3696133,Luxury,0,0,0,0,0,0,1,0,0,0
4602,Residential Apartment,Hyderabad,1,3.0,2,3,6,10,6567.0,2010.0,13200000.0,2,7,3,Manikonda,17.3992545,78.3543961,Luxury,0,0,0,0,0,0,1,0,0,0
4603,Residential Apartment,Hyderabad,1,3.0,2,3,5,10,7263.0,2010.0,14600000.0,1,9,3,Manikonda,17.4076028,78.3380416,Luxury,0,0,0,0,0,0,1,0,0,0
4604,Residential Apartment,Hyderabad,1,2.0,2,1,5,10,7229.0,1570.0,11299999.999999998,1,9,2,Manikonda,17.3826267,78.3459238,Luxury,0,0,0,0,0,0,1,0,0,0
4605,Residential Apartment,Hyderabad,1,2.0,2,1,5,10,7133.0,1570.0,11200000.000000002,1,7,2,Manikonda,17.40223,78.3444,Luxury,0,0,0,0,0,0,1,0,0,0
4606,Residential Apartment,Hyderabad,1,2.0,2,3,5,9,6472.0,1290.0,83500000.0,1,6,2,Manikonda,17.4359437,78.3416731,Luxury,0,0,0,0,0,0,1,0,0,0
4607,Residential Apartment,Hyderabad,1,3.0,2,3,5,13,5783.0,1971.0,11399999.999999998,2,10,3,Manikonda,17.620662,77.953509,Luxury,0,0,0,0,0,0,1,0,0,0
4609,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,6455.0,1890.0,12200000.0,2,7,3,Manikonda,17.61776,78.078969,Luxury,0,0,0,0,0,0,1,0,0,0
4611,Residential Apartment,Hyderabad,1,2.0,2,1,5,13,5763.0,1258.0,72500000.0,1,10,2,Manikonda,17.620662,77.953509,Luxury,0,0,0,0,0,0,1,0,0,0
4612,Residential Apartment,Hyderabad,1,3.0,2,3,5,5,4000.0,1400.0,5600000.0,1,4,3,Manikonda,17.228693,78.577689,Luxury,0,0,0,0,0,0,1,0,0,0
4613,Residential Apartment,Hyderabad,1,3.0,2,3,5,43,5445.0,2020.0,11000000.0,2,18,3,Manikonda,17.5316,78.26729,Luxury,0,0,0,0,0,0,1,0,0,0
4614,Residential Apartment,Hyderabad,1,3.0,2,3,5,43,5445.0,2020.0,11000000.0,2,40,3,Manikonda,17.4075961,78.3384437,Luxury,0,0,0,0,0,0,1,0,0,0
4615,Residential Apartment,Hyderabad,1,2.0,2,3,5,9,6472.0,1290.0,83500000.0,1,9,2,Manikonda,17.620662,77.953509,Luxury,0,0,0,0,0,0,1,0,0,0
4619,Residential Apartment,Hyderabad,1,3.0,2,4,6,10,6600.0,2000.0,13200000.0,2,7,3,Manikonda,17.6197,78.082693,Luxury,0,0,0,0,0,0,1,0,0,0
4620,Residential Apartment,Hyderabad,1,2.0,2,3,5,16,5760.0,1250.0,7200000.0,1,6,2,Manikonda,17.613891,78.078863,Luxury,0,0,0,0,0,0,1,0,0,0
4621,Residential Apartment,Hyderabad,1,3.0,2,4,5,10,7225.0,1730.0,12500000.0,2,7,3,Manikonda,17.583578247277302,78.1082316073572,Luxury,0,0,0,0,0,0,1,0,0,0
4622,Residential Apartment,Hyderabad,1,3.0,2,3,5,9,6424.0,1790.0,11500000.0,2,5,3,Manikonda,17.56192,78.16642,Luxury,0,0,0,0,0,0,1,0,0,0
4624,Residential Apartment,Hyderabad,1,3.0,2,3,5,10,6600.0,1960.0,12900000.0,2,7,3,Manikonda,17.429012,78.196189,Luxury,0,0,0,0,0,0,1,0,0,0
4637,Independent House/Villa,Hyderabad,4,4.0,2,5,5,2,6899.0,4215.0,29100000.0,2,2,4,Manikonda,17.542319,78.226934,Luxury,1,0,1,0,1,1,0,1,1,0
4666,Independent House/Villa,Hyderabad,4,4.0,2,5,5,2,6900.0,3940.0,27200000.000000004,3,2,4,Manikonda,17.458430621858,78.364243246073,Luxury,1,0,1,0,1,1,0,1,1,0
4667,Independent House/Villa,Hyderabad,4,3.0,2,5,5,1,6800.0,2100.0,14300000.0,2,1,3,Manikonda,17.441802,78.341577,Luxury,1,0,1,0,1,1,0,1,1,0
4668,Independent House/Villa,Hyderabad,4,3.0,2,5,5,1,4800.0,2100.0,10100000.0,2,1,3,Manikonda,17.48,78.39,Luxury,1,0,1,0,1,1,0,1,1,0
4671,Residential Apartment,Hyderabad,4,3.0,2,5,5,12,4900.0,1798.0,88100000.0,1,8,3,Manikonda,17.575068,78.253963,Luxury,1,0,1,0,0,1,1,1,1,0
4672,Residential Apartment,Hyderabad,1,3.0,2,0,5,56,9750.0,2888.0,28200000.0,2,56,3,Manikonda,17.5316,78.26729,Luxury,1,0,1,0,0,1,1,0,0,0
4673,Residential Apartment,Hyderabad,1,4.0,2,3,5,46,9750.0,3888.0,37900000.0,2,46,4,Manikonda,17.518515,78.30385,Luxury,1,0,0,0,0,0,1,0,0,0
4674,Residential Apartment,Hyderabad,1,3.0,2,3,5,36,8600.0,2124.0,18300000.0,1,36,3,Manikonda,17.29118,78.61292,Luxury,1,0,1,0,1,1,1,1,0,0
4675,Residential Apartment,Hyderabad,0,3.0,4,3,1,20,54.0,1175.0,65000.0,1,10,3,Manikonda,17.457998,78.29839,Luxury,1,0,1,0,1,1,1,1,1,1
4676,Residential Apartment,Hyderabad,0,3.0,4,1,2,5,18.0,1600.0,29000.0,1,2,3,Manikonda,17.541164,78.30037,Luxury,0,0,0,0,0,0,0,0,0,0
4677,Residential Apartment,Hyderabad,1,3.0,2,3,1,5,5789.0,2300.0,13300000.0,2,4,3,Manikonda,17.5090182,78.3001801,Luxury,0,0,0,0,0,0,0,0,0,0
4678,Residential Apartment,Secunderabad,0,3.0,4,3,1,5,7.0,1700.0,13500.0,1,5,3,Manikonda,17.541164,78.30037,Semi-luxury,0,0,0,0,0,0,1,0,0,0
4680,Residential Apartment,Hyderabad,1,3.0,2,4,1,36,21579.0,2595.0,56000000.0,1,32,3,Manikonda,17.48,78.39,Luxury,1,0,1,0,0,1,1,1,1,0
4681,Residential Apartment,Hyderabad,1,3.0,2,3,5,50,7515.0,1824.0,13700000.000000002,1,18,3,Manikonda,17.536121,78.289779,Luxury,1,0,0,0,0,1,1,1,1,0
4682,Residential Apartment,Hyderabad,1,3.0,2,3,5,50,7515.0,2540.0,19100000.0,1,24,3,Manikonda,17.49182,78.32617,Luxury,1,0,0,0,0,1,1,1,1,0
4683,Residential Apartment,Hyderabad,1,3.0,2,1,1,20,12063.0,1890.0,22800000.0,3,13,3,Manikonda,17.575068,78.253963,Luxury,1,1,1,0,0,1,1,1,1,0
4684,Residential Apartment,Hyderabad,1,4.0,2,3,6,18,9315.0,2630.0,24500000.0,2,10,4,Manikonda,17.49332,78.41363,Luxury,1,1,1,0,0,1,1,1,1,0
4686,Residential Apartment,Hyderabad,1,3.0,2,4,3,20,9803.0,2040.0,20000000.0,1,13,3,Manikonda,17.536121,78.289779,Luxury,1,0,1,0,0,1,1,1,1,0
4687,Residential Apartment,Hyderabad,1,3.0,2,3,5,26,10344.0,1740.0,18000000.0,2,5,3,Manikonda,17.518469,78.30385,Luxury,1,1,1,0,0,1,1,1,1,0
4688,Independent House/Villa,Hyderabad,1,3.0,2,3,5,1,5263.0,150.0,10000000.0,1,1,3,Manikonda,17.5090182,78.3001801,Luxury,1,0,1,0,1,1,0,1,0,0
4689,Independent House/Villa,Hyderabad,1,3.0,2,3,5,1,5263.0,150.0,10000000.0,1,1,3,Manikonda,17.437532,78.5984,Luxury,1,0,1,0,1,1,0,1,0,0
4690,Residential Apartment,Hyderabad,1,3.0,2,3,5,42,6499.0,1839.0,12000000.0,1,22,3,Manikonda,17.467498,78.34991,Luxury,1,0,0,0,0,1,1,1,1,0
4693,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,7000.0,1800.0,21000000.0,2,2,3,Manikonda,17.41214,78.36431,Luxury,1,0,1,0,1,1,0,1,1,1
4694,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,7000.0,1800.0,21000000.0,2,2,3,Manikonda,17.560525,78.215963,Luxury,1,0,1,0,1,1,0,1,1,0
4695,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,7000.0,1800.0,21000000.0,2,2,3,Manikonda,17.543634,78.293712,Luxury,1,0,1,0,1,1,0,1,1,0
4696,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,7000.0,1800.0,21000000.0,2,2,3,Manikonda,17.545926,78.285736,Luxury,1,0,1,0,1,1,0,1,1,0
4697,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,89500.0,1800.0,21000000.0,2,2,3,Manikonda,17.49182,78.32617,Luxury,1,0,1,0,1,1,0,1,1,1
4698,Residential Apartment,Hyderabad,1,4.0,1,3,2,22,16000.0,4701.0,75200000.0,3,6,4,Manikonda,17.5090182,78.30018010000003,Luxury,1,0,1,0,1,1,1,1,1,0
4699,Residential Apartment,Hyderabad,1,3.0,4,3,2,14,9482.0,2320.0,22000000.0,1,2,3,Manikonda,17.543634,78.293712,Luxury,1,0,1,0,0,1,1,1,1,0
4700,Residential Apartment,Hyderabad,1,3.0,2,4,5,33,6750.0,1617.0,10900000.0,1,25,3,Manikonda,17.450594,78.42439,Luxury,1,0,1,0,0,1,1,1,1,0
4702,Residential Apartment,Hyderabad,1,3.0,2,3,1,20,10161.0,2165.0,22000000.0,1,13,3,Manikonda,17.546556,78.29298,Luxury,1,0,1,0,0,1,1,1,1,0
4703,Residential Apartment,Hyderabad,1,3.0,2,4,5,40,78555.0,1539.0,11200000.000000002,1,36,3,Manikonda,17.450594,78.42439,Luxury,1,0,1,0,0,1,1,1,1,0
4704,Residential Apartment,Hyderabad,1,3.0,2,3,1,30,8683.0,1785.0,15500000.0,1,5,3,Manikonda,17.53286,78.27255,Luxury,1,1,1,0,0,1,1,1,1,0
4714,Independent House/Villa,Hyderabad,1,2.0,4,1,2,1,85000.0,1800.0,17000000.0,1,1,2,Manikonda,17.38504,78.48667,Luxury,0,0,0,0,0,0,0,1,0,0
4715,Residential Apartment,Hyderabad,1,4.0,4,5,1,8,10909.0,2750.0,30000000.0,3,7,4,Manikonda,17.41214,78.36431,Luxury,0,0,0,0,0,0,1,0,0,0
4716,Residential Apartment,Hyderabad,1,3.0,4,4,1,20,10623.0,2165.0,23000000.0,2,13,3,Manikonda,17.4150995,78.3715525,Luxury,0,0,0,0,0,0,1,0,0,0
4717,Independent House/Villa,Hyderabad,1,4.0,4,4,1,2,13043.0,2300.0,30000000.0,3,2,4,Manikonda,17.41214,78.36431,Luxury,0,0,0,0,0,0,0,1,0,0
4718,Residential Apartment,Hyderabad,0,3.0,1,3,2,10,30.0,2450.0,75000.0,2,9,3,Manikonda,17.58638,78.49888,Luxury,0,0,0,0,0,0,1,0,0,0
4719,Residential Apartment,Hyderabad,1,3.0,4,4,1,5,10439.0,1820.0,19000000.0,2,3,3,Manikonda,17.4154098,78.3698104,Luxury,0,0,0,0,0,0,1,0,0,0
4720,Residential Apartment,Hyderabad,1,3.0,4,4,2,10,10699.0,2430.0,26000000.0,2,3,3,Manikonda,17.629493,78.494352,Luxury,0,0,0,0,0,0,1,0,0,0
4721,Independent House/Villa,Hyderabad,1,5.0,0,3,2,3,13333.0,4500.0,60000000.0,4,3,5,Manikonda,17.16954,78.47093,Luxury,0,0,0,0,0,0,0,1,0,0
4722,Residential Apartment,Hyderabad,1,4.0,1,3,2,4,5625.0,3200.0,18000000.0,3,3,4,Manikonda,17.16954,78.47093,Budget,0,0,0,0,0,0,1,0,0,0
4724,Residential Apartment,Hyderabad,0,3.0,4,3,6,32,29.0,2235.0,65000.0,1,28,3,Manikonda,17.284328,78.471841,Luxury,1,0,1,0,1,1,1,1,1,0
4725,Residential Apartment,Hyderabad,0,3.0,4,3,1,20,33.0,1490.0,50000.0,1,8,3,Manikonda,17.284328,78.471841,Luxury,1,0,1,0,1,1,1,1,1,0
4726,Residential Apartment,Hyderabad,1,3.0,0,3,5,13,7099.0,2255.0,16000000.0,3,3,3,Manikonda,17.20869,78.47603,Luxury,1,0,0,0,0,1,1,0,0,0
4727,Residential Apartment,Hyderabad,1,3.0,0,3,5,30,8499.0,2540.0,21600000.0,3,3,3,Manikonda,17.063734,78.488644,Luxury,1,0,0,0,0,1,1,1,1,0
4728,Residential Apartment,Hyderabad,1,3.0,2,3,5,30,8499.0,1765.0,15000000.0,2,3,3,Manikonda,17.20869,78.47603,Luxury,1,1,1,0,1,1,1,0,1,1
4730,Residential Apartment,Hyderabad,1,3.0,2,3,6,5,6115.0,1405.0,8500000.0,2,5,3,Manikonda,17.4786226,78.3487172,Semi-luxury,0,0,0,0,0,0,0,0,0,0
4743,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2,8500.0,1800.0,18000000.0,2,2,3,Manikonda,17.620662,77.953509,Luxury,1,0,1,0,0,1,0,1,0,0
4744,Residential Apartment,Hyderabad,1,2.0,2,3,5,5,6437.0,1336.0,8600000.0,2,3,2,Manikonda,17.4609913,78.3532083,Luxury,0,0,0,0,0,0,1,0,0,0
