index,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
14357,Residential Apartment,Gurgaon,1,3.0,4,8,6,18,6806.0,1616.0,12500000.0,2,12,3,Sector 77,28.383485,76.979604,Luxury,1,0,1,0,1,1,1,0,0,0
14358,Independent/Builder Floor,Gurgaon,1,4.0,2,5,6,4,70000.0,4500.0,35000000.0,3,3,4,Uppals Southend,28.4107213,77.0465652,Luxury,0,0,0,0,0,0,0,1,0,0
14359,Residential Apartment,Gurgaon,1,2.0,4,5,1,15,9238.0,1050.0,9700000.0,3,10,2,Sector 108,28.511146,76.985175,Luxury,1,0,1,0,1,1,0,1,1,1
14360,Residential Apartment,Gurgaon,1,3.0,2,3,2,32,10394.0,1799.0,18700000.0,3,31,3,Sector 82A,28.3874041,76.9656122,Luxury,1,1,1,0,0,1,1,0,0,0
14361,Residential Apartment,Gurgaon,1,3.0,2,3,1,13,6896.0,2320.0,16000000.0,4,4,3,Sector 91,28.4076936,76.9320124,Luxury,0,0,0,0,0,0,1,0,0,0
14362,Residential Apartment,Gurgaon,1,2.0,2,4,6,13,8283.0,501.0,41500000.0,1,7,2,Sector 86,28.3970644,76.9483106,Luxury,0,0,0,0,0,0,1,0,0,0
14363,Residential Apartment,Gurgaon,1,4.0,2,3,2,32,10481.0,2576.0,27000000.0,4,18,4,Sector 82A,28.3862408,76.968058,Luxury,1,0,1,0,0,1,1,0,0,0
14364,Residential Apartment,Gurgaon,1,4.0,2,3,2,29,12356.0,2792.0,34500000.0,4,25,4,Sector 81,28.3889069,76.9513279,Luxury,1,1,1,0,1,1,1,0,0,0
14365,Residential Apartment,Gurgaon,1,3.0,2,5,1,32,9625.0,1818.0,17500000.0,4,27,3,Sector 82A,28.386254,76.966492,Luxury,1,1,1,0,0,1,1,1,1,0
14366,Residential Apartment,Gurgaon,1,2.0,2,6,1,13,6641.0,1310.0,8700000.0,2,9,2,Sector 91,28.404972,76.92485,Luxury,1,1,1,0,1,1,1,1,1,0
14367,Residential Apartment,Gurgaon,1,4.0,2,6,2,19,13439.0,2753.0,37000000.0,4,11,4,Sector 81,28.3889069,76.9513279,Luxury,0,0,0,0,0,0,0,0,0,0
14368,Residential Apartment,Gurgaon,1,3.0,2,3,2,13,6981.0,1862.0,13000000.0,4,1,3,Sector 91,28.4045443,76.9252894,Luxury,1,1,1,0,1,1,1,1,1,0
14369,Residential Apartment,Gurgaon,1,2.0,2,3,6,13,7784.0,501.0,3900000.0,1,5,2,Sector 86,28.3972508,76.9481967,Luxury,0,0,0,0,0,1,1,0,0,0
14370,Residential Apartment,Gurgaon,1,2.0,4,3,6,14,7281.0,515.0,37500000.0,1,8,2,Sector 86,28.3971116,76.9488743,Luxury,1,0,0,0,0,0,1,1,0,0
14371,Residential Apartment,Gurgaon,1,3.0,2,1,1,29,11233.0,2092.0,23500000.0,4,18,3,Sector 81,28.3889069,76.9513279,Luxury,1,1,1,0,1,1,1,0,1,0
14372,Residential Apartment,Gurgaon,1,3.0,2,5,1,27,7554.0,2290.0,17300000.0,4,15,3,Sector 104,28.47878,76.99599,Luxury,1,0,1,0,1,1,1,1,1,1
14373,Residential Apartment,Gurgaon,1,2.0,2,1,1,13,4769.0,1300.0,6200000.0,3,4,2,Sector 90,28.4084407,76.933483,Luxury,0,0,0,0,0,0,1,0,0,0
14374,Independent/Builder Floor,Gurgaon,1,4.0,4,3,1,4,18636.0,3050.0,41000000.0,2,2,4,DLF Phase 2,28.4889627,77.0866646,Luxury,0,0,0,0,0,0,1,1,1,0
14375,Residential Apartment,Gurgaon,1,3.0,4,5,3,9,13281.0,3200.0,42500000.0,4,3,3,DLF Phase 3,28.5035143,77.0985367,Luxury,1,1,1,0,1,1,1,1,1,0
14376,Residential Apartment,Gurgaon,1,3.0,4,2,2,9,7083.0,2400.0,17000000.0,4,5,3,Sector 56,28.4206046,77.0922858,Luxury,0,0,0,0,1,0,1,1,1,0
14377,Residential Apartment,Gurgaon,1,4.0,4,2,2,9,7550.0,2016.0,15100000.0,4,6,4,Sector 56,28.417858,77.094115,Luxury,0,0,0,0,1,0,1,1,1,0
14378,Residential Apartment,Gurgaon,1,3.0,4,2,3,22,14516.0,1550.0,22500000.0,2,19,3,DLF Phase 4,28.466586,77.087008,Luxury,1,1,1,0,1,1,1,1,1,1
14379,Residential Apartment,Gurgaon,1,4.0,4,3,2,30,27000.0,2704.0,73300000.0,3,24,4,Sector 54,28.4439713,77.1111214,Luxury,1,0,1,0,0,1,1,0,1,1
14383,Residential Apartment,Gurgaon,1,4.0,0,5,1,30,27000.0,2550.0,69500000.0,3,9,4,Sector 54,28.4439713,77.1111214,Luxury,1,0,1,0,0,1,1,1,0,1
14384,Residential Apartment,Gurgaon,1,4.0,2,5,2,30,26000.0,2704.0,70000000.0,3,12,4,Sector 54,28.4439713,77.1111214,Luxury,1,0,1,0,0,1,1,0,1,0
14385,Residential Apartment,Gurgaon,1,3.0,4,5,1,24,14193.0,1889.0,22000000.0,3,8,3,Sector 102,28.4746969,76.9686267,Luxury,0,0,0,0,0,0,1,0,0,0
14386,Residential Apartment,Gurgaon,1,2.0,4,5,5,26,15500.0,1349.0,15500000.0,3,11,2,Sector 102,28.4746969,76.9686267,Luxury,0,0,0,0,0,0,1,0,0,0
14387,Residential Apartment,Gurgaon,1,3.0,4,3,5,35,10439.0,1389.0,14500000.0,2,15,3,Sector 104,28.484795,76.999036,Luxury,1,1,1,0,0,1,1,0,0,0
14388,Residential Apartment,Gurgaon,1,3.0,4,3,1,24,10306.0,1698.0,17500000.0,3,12,3,Sector 102,28.481127,76.973756,Luxury,1,1,1,0,1,1,1,0,0,0
14389,Residential Apartment,Gurgaon,1,4.0,4,4,5,24,9784.0,4650.0,45500000.0,4,6,4,Sector 102,28.481127,76.973756,Luxury,1,1,1,0,1,1,1,0,0,0
14390,Residential Apartment,Gurgaon,1,3.0,2,3,1,18,8250.0,2000.0,16500000.0,4,10,3,Sector 103,28.499023,76.983105,Luxury,1,1,1,0,0,1,1,0,0,0
14391,Residential Apartment,Gurgaon,1,3.0,1,1,5,3,4545.0,2860.0,13000000.0,2,3,3,Sector 95,28.413548,76.903953,Luxury,1,0,1,0,1,1,1,1,1,1
14392,Residential Apartment,Gurgaon,1,3.0,1,0,5,3,7692.0,1495.0,11500000.0,2,1,3,Sector 95,28.413548,76.903953,Luxury,1,0,0,0,0,0,0,0,0,0
14393,Residential Apartment,Gurgaon,1,3.0,1,2,5,3,7090.0,1495.0,10600000.0,2,2,3,Sector 95,28.413548,76.903953,Luxury,1,0,1,0,1,1,1,1,1,1
14394,Independent/Builder Floor,Gurgaon,1,3.0,4,5,5,3,6271.0,1754.0,11000000.0,2,3,3,Sector 95,28.4143242,76.9081238,Luxury,0,0,0,0,0,0,0,1,1,0
14395,Residential Apartment,Gurgaon,1,4.0,4,3,3,30,23000.0,2704.0,64000000.0,3,14,4,Sector 54,28.4439713,77.1111214,Luxury,0,0,0,0,0,1,1,0,1,0
14396,Residential Apartment,Gurgaon,1,3.0,4,3,3,30,25000.0,1975.0,50000000.0,4,10,3,Sector 54,28.4439713,77.1111214,Luxury,0,0,0,0,0,0,1,0,0,0
14397,Residential Apartment,Gurgaon,1,4.0,4,3,3,30,24000.0,2704.0,65000000.0,3,11,4,Sector 54,28.4439713,77.1111214,Luxury,1,0,1,0,1,1,1,1,1,1
14398,Residential Apartment,Gurgaon,1,3.0,4,3,3,30,25000.0,2282.0,58000000.0,3,20,3,Sector 54,28.4439713,77.1111214,Luxury,1,0,1,0,1,1,1,1,1,0
14399,Residential Apartment,Gurgaon,1,2.0,2,0,1,18,5775.0,1264.0,7300000.0,3,7,2,Sohna,28.266652,77.064904,Luxury,1,0,1,0,1,1,1,0,0,0
14400,Residential Apartment,Gurgaon,1,2.0,4,3,1,14,7046.0,517.0,36500000.0,2,5,2,Sohna,28.28652,77.065685,Luxury,1,0,1,0,0,1,1,1,1,0
14401,Residential Apartment,Gurgaon,1,2.0,0,4,1,14,6327.0,600.0,3800000.0,3,9,2,Sohna,28.28652,77.065685,Luxury,1,0,1,0,0,1,1,1,1,0
14402,Residential Apartment,Gurgaon,1,3.0,2,3,5,22,10000.0,1500.0,15000000.0,3,15,3,Sector-33 Sohna,28.279509,77.06703,Luxury,1,1,1,0,0,1,1,1,1,0
14403,Residential Apartment,Gurgaon,1,2.0,2,5,1,30,9500.0,1260.0,7600000.0,2,7,2,Sector 68,28.377498,77.042358,Luxury,1,0,1,0,0,1,1,1,1,0
14404,Residential Apartment,Gurgaon,1,4.0,4,5,3,10,8103.0,5800.0,47000000.0,3,10,4,Sector 51,28.428074,77.0650809,Luxury,0,0,0,0,0,0,1,0,0,0
14405,Residential Apartment,Gurgaon,1,3.0,4,4,1,13,23699.0,1310.0,20500000.0,3,1,3,Sector 65,28.398753,77.072105,Luxury,1,0,1,0,1,1,1,1,1,1
14406,Residential Apartment,Gurgaon,1,3.0,4,5,2,19,10388.0,1877.0,19500000.0,4,3,3,Nirvana Country,28.41461,77.06013,Luxury,1,0,1,0,1,1,1,1,1,0
14407,Residential Apartment,Gurgaon,1,4.0,4,1,2,12,13049.0,3410.0,44500000.0,4,3,4,Sector 28,28.475639,77.0823482,Luxury,1,0,1,0,1,1,1,1,0,1
14408,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,77731.0,2142.0,18500000.0,2,3,3,Sector 52,28.4354721,77.0823482,Luxury,0,0,0,0,0,0,1,1,1,0
14409,Independent/Builder Floor,Gurgaon,1,3.0,4,0,6,4,8260.0,2300.0,19000000.0,3,3,3,Sector 63A,28.3918078,77.0880891,Luxury,0,0,1,0,0,0,0,0,0,0
14410,Independent/Builder Floor,Gurgaon,1,3.0,4,1,6,4,9444.0,1800.0,17000000.0,2,2,3,Sector 52,28.4354721,77.0823482,Luxury,0,0,0,0,1,0,1,0,0,0
14411,Residential Apartment,Gurgaon,1,3.0,4,2,2,9,6590.0,2200.0,14500000.0,3,5,3,Sector 56,28.4256506,77.099613,Luxury,0,0,0,0,0,0,1,0,1,0
14412,Residential Apartment,Gurgaon,1,4.0,4,3,1,14,13446.0,2350.0,31600000.0,4,9,4,Sector 67,28.38922,77.0551,Luxury,1,0,1,0,0,1,1,1,1,0
14413,Residential Apartment,Gurgaon,1,2.0,4,1,1,19,10339.0,1296.0,13400000.0,3,3,2,Sector 67A,28.386101,77.070028,Luxury,1,0,1,0,1,1,1,1,1,0
14414,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,13636.0,3300.0,45000000.0,2,4,4,A Block Sushant Lok Phase 1,28.478103,77.080502,Luxury,1,0,1,0,1,1,0,1,1,1
14415,Independent/Builder Floor,Gurgaon,1,4.0,0,0,6,4,87452.0,2367.0,23000000.0,2,1,4,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,0,0,0
14418,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,13440.0,1710.0,16800000.0,3,2,3,Sushant Lok Phase 3,28.42348,77.08451,Luxury,0,0,0,0,0,0,1,1,1,1
14419,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,13440.0,1710.0,16800000.0,2,1,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,1,0,0,0
14420,Residential Apartment,Gurgaon,1,3.0,0,0,5,3,10000.0,1534.0,15000000.0,1,3,3,Sector 79,28.355192184448,76.974098205566,Luxury,1,0,1,0,1,1,1,0,0,0
14421,Residential Apartment,Gurgaon,1,3.0,2,5,5,32,8551.0,1450.0,12400000.0,2,8,3,Sector 83,28.39661,76.97283,Luxury,1,0,1,0,0,1,1,0,0,0
14422,Independent/Builder Floor,Gurgaon,1,3.0,4,7,3,2,7241.0,1450.0,10500000.0,2,2,3,Sector 57,28.4231049,77.0775129,Luxury,0,0,0,0,0,0,0,1,0,0
14423,Residential Apartment,Gurgaon,1,3.0,4,3,5,47,12939.0,1932.0,25000000.0,3,32,3,Sector 65,28.40845,77.06856,Luxury,1,1,1,0,1,1,1,1,1,0
14424,Residential Apartment,Gurgaon,1,3.0,4,4,5,47,13402.0,1828.0,24500000.0,3,18,3,Sector 65,28.40845,77.06856,Luxury,1,1,1,0,1,1,1,1,0,1
14425,Residential Apartment,Gurgaon,1,2.0,4,4,5,35,13084.0,1261.0,16500000.0,3,26,2,Sector 65,28.419847,77.038242,Luxury,1,1,1,0,1,1,1,1,1,1
14426,Residential Apartment,Gurgaon,1,2.0,4,3,5,35,13049.0,1433.0,18700000.0,3,12,2,Sector 65,28.419847,77.038242,Luxury,1,1,1,0,1,1,1,0,1,0
14427,Residential Apartment,Gurgaon,1,4.0,4,3,1,14,12867.0,2685.0,34500000.0,4,5,4,Sector 67,28.38922,77.0551,Luxury,1,0,1,0,1,1,1,1,1,0
14428,Residential Apartment,Gurgaon,1,4.0,4,5,1,21,16757.0,3103.0,52000000.0,4,19,4,Sector 67,28.389679,77.059355,Luxury,1,1,1,0,1,1,1,0,1,0
14429,Residential Apartment,Gurgaon,1,4.0,4,3,1,51,14411.0,3192.0,46000000.0,4,13,4,Sector 67,28.391640123846,77.065127854166,Luxury,1,1,1,0,1,1,1,0,1,0
14430,Independent/Builder Floor,Gurgaon,1,3.0,4,3,5,3,10917.0,1832.0,20000000.0,3,1,3,Sector 63A,28.3974533,77.0990198,Luxury,1,0,1,0,1,1,1,1,1,0
14431,Residential Apartment,Gurgaon,1,3.0,4,4,1,51,13540.0,2511.0,34000000.0,3,16,3,Sector 67,28.391640123846,77.065127854166,Luxury,1,1,1,0,1,1,1,0,1,0
14432,Residential Apartment,Gurgaon,1,4.0,4,6,1,51,16684.0,2847.0,47500000.0,3,4,4,Sector 67,28.391640123846,77.065127854166,Luxury,1,1,1,0,1,1,1,0,1,0
14433,Residential Apartment,Gurgaon,1,2.0,4,5,1,51,13057.0,1570.0,20500000.0,2,5,2,Sector 67,28.391640123846,77.065127854166,Luxury,1,1,1,0,1,1,1,0,1,0
14434,Residential Apartment,Gurgaon,1,3.0,4,4,1,51,17727.0,2821.0,39000000.0,3,39,3,Sector 67,28.391640123846,77.065127854166,Luxury,1,0,1,0,1,1,1,0,1,0
14436,Residential Apartment,Gurgaon,1,2.0,4,3,6,14,15555.0,1356.0,14000000.0,2,10,2,Sector 67A,28.386101,77.070028,Luxury,1,0,1,0,0,1,1,1,1,0
14437,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,14193.0,1550.0,22000000.0,2,1,4,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,1,1,0,0
14439,Residential Apartment,Gurgaon,1,3.0,4,3,1,29,10612.0,2450.0,26000000.0,4,12,3,Sector 104,28.482289,76.991786,Luxury,1,0,1,0,1,1,1,1,1,1
14440,Residential Apartment,Gurgaon,1,3.0,4,1,6,14,10167.0,1967.0,20000000.0,3,9,3,Sector 67A,28.386101,77.070028,Luxury,1,1,1,0,0,1,1,1,1,0
14441,Residential Apartment,Gurgaon,1,3.0,4,3,6,14,17207.0,1727.0,17500000.0,2,7,3,Sector 67A,28.386101,77.070028,Luxury,1,0,1,0,0,1,1,0,0,0
14442,Residential Apartment,Gurgaon,1,3.0,4,3,5,35,13600.0,2290.0,31100000.0,3,9,3,Sector 76,28.393964,76.995553,Luxury,1,0,1,0,1,1,1,1,1,0
14443,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,13333.0,2250.0,30000000.0,2,3,4,Sector 52,28.441588,77.079763,Luxury,0,0,0,0,0,0,0,0,1,0
14444,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,12758.0,1450.0,18500000.0,2,2,4,Sector 52,28.4354721,77.0823482,Luxury,0,0,0,0,0,0,0,0,1,0
14445,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,11212.0,1650.0,18500000.0,2,3,4,Sector 52,28.4354721,77.0823482,Luxury,0,0,0,0,0,0,0,0,1,0
14446,Residential Apartment,Gurgaon,1,2.0,4,8,3,3,10714.0,875.0,7500000.0,2,0,2,Sector 57,28.423709,77.077491,Luxury,0,0,0,0,0,0,0,0,0,0
14447,Independent/Builder Floor,Gurgaon,1,3.0,4,1,1,4,9257.0,1750.0,16200000.000000002,3,4,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,0,0,1,0
14448,Residential Apartment,Gurgaon,1,3.0,0,5,2,11,12278.0,2370.0,29100000.0,3,5,3,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,1,0,0,0
14449,Residential Apartment,Gurgaon,1,2.0,4,5,3,13,7777.0,1350.0,10500000.0,2,11,2,Sector 57,28.4234414,77.0765927,Luxury,0,0,0,0,0,0,1,0,0,0
14450,Residential Apartment,Gurgaon,1,4.0,4,5,2,9,12139.0,2600.0,26100000.0,4,6,4,Sector 56,28.4256506,77.099613,Luxury,0,0,0,0,0,0,1,0,1,0
14451,Residential Apartment,Gurgaon,1,3.0,4,5,6,4,15441.0,1878.0,29000000.0,4,3,4,Sector 63,28.411794,77.06903,Luxury,1,1,1,0,0,1,1,1,1,1
14452,Residential Apartment,Gurgaon,1,4.0,4,5,2,4,15696.0,1975.0,31000000.0,2,2,4,Sector 65,28.399273,77.070425,Luxury,1,1,1,0,1,1,1,1,1,1
14453,Residential Apartment,Gurgaon,1,3.0,4,3,2,4,13513.0,1850.0,25000000.0,2,2,3,Sector 65,28.399273,77.070425,Luxury,1,1,1,0,1,1,1,1,1,0
14454,Independent/Builder Floor,Gurgaon,1,4.0,4,4,5,4,14062.0,3200.0,45000000.0,3,4,3,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,1,1,0,0
14455,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,11818.0,3300.0,39000000.0,3,2,3,Sector 65,28.407289,77.069686,Luxury,1,0,1,0,1,1,1,1,0,0
14456,Residential Apartment,Gurgaon,1,3.0,0,0,2,19,25000.0,3200.0,80000000.0,3,12,3,Sector 65,28.4008819,77.0683607,Luxury,1,0,1,0,0,1,1,0,0,0
14458,Residential Apartment,Gurgaon,1,3.0,4,0,1,34,22870.0,3498.0,80000000.0,2,9,3,Sector 62,28.412644,77.088217,Luxury,1,1,1,0,0,1,1,0,0,0
14459,Residential Apartment,Gurgaon,1,3.0,4,5,6,22,11771.0,1852.0,21800000.0,3,9,3,Sector 102,28.479276836122,76.976094508889,Luxury,1,0,1,0,1,1,1,1,0,0
14460,Residential Apartment,Gurgaon,1,5.0,4,5,1,20,17293.0,4337.0,75000000.0,4,8,5,Sector 62,28.41201,77.09085,Luxury,1,1,1,0,1,1,1,1,1,0
14461,Residential Apartment,Gurgaon,1,4.0,4,3,1,27,17994.0,3890.0,70000000.0,3,15,4,Sector 62,28.41201,77.09085,Luxury,1,1,1,0,1,1,1,1,1,0
14462,Residential Apartment,Gurgaon,1,4.0,4,0,1,27,19031.0,2995.0,57000000.0,3,8,4,Sector 62,28.41201,77.09085,Luxury,1,1,1,0,0,1,1,0,0,0
14463,Residential Apartment,Gurgaon,1,3.0,4,3,1,20,18332.0,2782.0,51000000.0,3,14,3,Sector 62,28.41201,77.09085,Luxury,1,1,1,0,1,1,1,1,1,0
14464,Residential Apartment,Gurgaon,1,4.0,4,5,2,3,8472.0,3600.0,30500000.0,3,2,4,Sector 65,28.407289,77.069686,Luxury,1,1,1,0,1,1,1,1,0,0
14465,Residential Apartment,Gurgaon,1,3.0,4,5,2,3,8739.0,2403.0,21000000.0,3,1,3,Sector 65,28.407289,77.069686,Luxury,1,1,1,0,1,1,0,1,0,1
14466,Residential Apartment,Gurgaon,1,4.0,4,4,2,3,11851.0,2700.0,32000000.0,3,1,4,Sector 65,28.407289,77.069686,Luxury,1,1,1,0,1,1,1,1,0,0
14467,Residential Apartment,Gurgaon,1,4.0,1,5,3,12,7755.0,2450.0,19000000.0,4,9,4,Sector 45,28.4439933,77.06652,Luxury,0,0,0,0,0,0,1,0,0,0
14468,Residential Apartment,Gurgaon,1,4.0,4,5,5,40,32259.0,1627.0,52500000.0,4,11,4,Sector 61,28.404158,77.099979,Luxury,1,0,1,0,1,1,1,1,1,1
14469,Residential Apartment,Gurgaon,1,2.0,4,5,6,32,17238.0,1508.0,26000000.0,2,11,2,Sector 62,28.40356,77.085012,Luxury,1,0,1,0,1,1,1,1,1,1
14470,Residential Apartment,Gurgaon,1,3.0,4,5,6,32,31481.0,1850.0,42500000.0,4,25,3,Sector 62,28.40356,77.085012,Luxury,1,0,1,0,0,1,1,0,1,1
14472,Residential Apartment,Gurgaon,1,4.0,4,8,2,26,8700.0,3434.0,26100000.0,4,14,4,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,1,0,0
14473,Residential Apartment,Gurgaon,1,4.0,4,2,2,26,8166.0,3434.0,24500000.0,4,24,4,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,1,0,1
14474,Residential Apartment,Gurgaon,1,4.0,4,4,2,26,8333.0,3434.0,25000000.0,3,10,4,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,0,0,0
14475,Residential Apartment,Gurgaon,1,3.0,4,2,2,26,10437.0,2067.0,16700000.0,3,10,3,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,1,0,0
14476,Residential Apartment,Gurgaon,1,3.0,4,3,1,5,16303.0,1650.0,26900000.0,4,5,3,Sector 65,28.399273,77.070425,Luxury,1,0,1,0,1,1,1,1,1,0
14477,Residential Apartment,Gurgaon,1,3.0,4,3,1,5,16363.0,1650.0,27000000.0,2,5,3,Sector 65,28.399273,77.070425,Luxury,1,0,1,0,1,1,1,1,1,0
14478,Residential Apartment,Gurgaon,1,3.0,4,8,2,26,8466.0,2067.0,17500000.0,3,21,3,Sector 84,28.4065341,76.9627918,Luxury,1,1,1,0,1,1,1,1,0,0
14479,Residential Apartment,Gurgaon,1,3.0,4,6,2,26,10125.0,1963.0,16200000.000000002,3,7,3,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,1,0,0
14480,Residential Apartment,Gurgaon,1,3.0,4,6,2,26,10000.0,2244.0,18000000.0,3,23,3,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,0,0,0
14481,Residential Apartment,Gurgaon,1,3.0,4,5,2,26,10000.0,1963.0,16000000.0,3,11,3,Sector 84,28.4065341,76.9627918,Luxury,1,0,1,0,1,1,1,1,0,0
14482,Residential Apartment,Gurgaon,1,2.0,4,5,5,32,9246.0,1406.0,13000000.0,3,18,2,Sector 85,28.4085579,76.951783,Luxury,1,0,1,0,0,1,1,1,0,0
14484,Independent/Builder Floor,Gurgaon,1,3.0,4,7,6,4,82352.0,1836.0,16800000.0,2,2,3,Sector 57,28.419732,77.076766,Luxury,0,0,0,0,0,0,1,0,0,0
14485,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,11073.0,1490.0,16500000.0,2,2,3,Sushant Lok Phase 3,28.425124,77.073702,Luxury,0,0,0,0,0,0,1,0,0,0
14486,Residential Apartment,Gurgaon,1,3.0,2,3,6,30,11899.0,2018.0,24000000.0,4,10,3,Sector 74,28.4164,77.01262,Luxury,1,1,1,0,0,1,1,0,1,0
14487,Residential Apartment,Gurgaon,1,2.0,2,3,6,30,11657.0,1400.0,16299999.999999998,4,14,2,Sector 74,28.4164,77.01262,Luxury,1,1,1,0,0,1,1,0,1,0
14489,Residential Apartment,Gurgaon,1,2.0,2,3,6,30,11500.0,1400.0,16100000.000000002,4,14,2,Sector 74,28.4164,77.01262,Luxury,1,1,1,0,0,1,1,0,1,0
14490,Residential Apartment,Gurgaon,1,4.0,1,5,2,5,15666.0,5847.0,47000000.0,4,2,4,Sector 67,28.391640123846,77.065127854166,Luxury,1,0,1,0,1,1,1,1,1,1
14491,Residential Apartment,Gurgaon,1,3.0,1,5,3,19,10742.0,1629.0,17500000.0,4,0,3,Nirvana Country,28.41461,77.06013,Luxury,1,0,1,0,1,1,1,1,1,1
14492,Residential Apartment,Gurgaon,1,3.0,1,5,3,19,10435.0,1629.0,17000000.0,4,0,3,Nirvana Country,28.41461,77.06013,Luxury,1,0,1,0,1,1,1,1,1,1
14493,Residential Apartment,Gurgaon,1,2.0,1,0,3,19,11481.0,1418.0,15500000.0,2,5,2,Nirvana Country,28.41461,77.06013,Luxury,1,0,1,0,1,1,1,0,1,0
14494,Residential Apartment,Gurgaon,1,2.0,1,5,3,19,11071.0,1418.0,15700000.0,4,4,2,Nirvana Country,28.41461,77.06013,Luxury,1,0,1,0,1,1,1,1,1,1
14495,Residential Apartment,Gurgaon,1,2.0,0,0,1,32,18236.0,1508.0,27500000.0,2,6,2,Sector 62,28.4067756,77.0823482,Luxury,0,0,0,0,0,0,1,0,0,0
14496,Independent House/Villa,Gurgaon,1,3.0,4,1,3,3,22142.0,3222.0,77500000.0,4,3,3,Sector 48,28.463784,77.062503,Luxury,1,0,1,0,1,1,0,1,1,1
14497,Residential Apartment,Gurgaon,1,4.0,4,0,1,28,12066.0,4848.0,58500000.0,4,14,4,Sector 112,28.518677,77.015115,Luxury,1,0,1,0,1,1,1,1,0,0
14498,Residential Apartment,Gurgaon,1,5.0,4,0,1,28,10461.0,6500.0,68000000.0,4,3,5,Sector 112,28.518677,77.015115,Luxury,1,1,1,0,1,1,1,1,0,0
14499,Residential Apartment,Gurgaon,1,4.0,4,1,2,14,20569.0,3160.0,65000000.0,4,2,4,Sector 53,28.4412952,77.0981743,Luxury,1,0,1,0,1,1,1,1,0,0
14501,Independent/Builder Floor,Gurgaon,1,4.0,1,3,6,4,17777.0,4500.0,80000000.0,2,2,4,Sector 26,28.4731287,77.0897112,Luxury,0,0,0,0,0,0,1,1,1,1
14502,Residential Apartment,Gurgaon,1,3.0,0,0,5,33,17995.0,2295.0,41300000.0,3,17,3,Sector 59,28.409433,77.105276,Luxury,1,1,1,0,0,1,1,0,0,0
14503,Residential Apartment,Gurgaon,1,3.0,4,0,5,15,14527.0,2595.0,37700000.0,3,8,3,Sector 59,28.409433,77.105276,Luxury,1,1,1,0,0,1,1,0,0,0
14504,Residential Apartment,Gurgaon,1,3.0,4,0,5,29,12956.0,1806.0,23400000.0,3,8,3,Sector 113,28.5234609,77.0269545,Luxury,1,0,1,0,0,1,1,1,0,0
14505,Residential Apartment,Gurgaon,1,3.0,1,5,1,40,16259.0,3844.0,62500000.0,3,11,3,Sector 65,28.401137,77.064929,Luxury,1,1,1,0,1,1,1,1,1,1
14506,Residential Apartment,Gurgaon,1,3.0,4,3,3,12,8333.0,2400.0,20000000.0,4,6,3,Sector 47,28.4266134,77.0545575,Luxury,0,0,0,0,0,0,1,0,0,0
14508,Residential Apartment,Gurgaon,1,3.0,4,0,1,24,7105.0,1900.0,13500000.0,3,12,3,Sector 106,28.499693,76.999962,Luxury,1,1,1,0,1,1,1,0,0,0
14509,Residential Apartment,Gurgaon,1,3.0,4,0,1,24,8238.0,1760.0,14500000.0,3,5,3,Sector 106,28.499693,76.999962,Luxury,1,1,1,0,1,1,1,1,0,0
14510,Residential Apartment,Gurgaon,1,2.0,4,0,1,24,7725.0,1385.0,10700000.0,2,9,2,Sector 106,28.499693,76.999962,Luxury,1,1,1,0,1,1,1,1,0,0
14511,Independent/Builder Floor,Gurgaon,1,2.0,4,3,1,2,45000.0,1620.0,8100000.0,2,0,2,Sector 82,28.393967,76.959507,Luxury,0,0,0,0,1,1,0,1,1,0
