,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
4235,Residential Apartment,Hyderabad,1,2.0,2,3,1,5.0,"23,24,6,19,21",5100.0,1100.0,1099.964003776,56100000.0,1.0,2,2,Manikonda,78.48667,17.38504,Luxury,1099.964003776,0,0,0,0,1,0,0,1,0,0,0
4236,Residential Apartment,Hyderabad,1,3.0,2,4,1,5.0,"23,24,17,19,21",5278.0,1525.0,1525.030825472,80500000.0,1.0,3,3,Manikonda,78.48667,17.38504,Luxury,1524.969174528,0,0,0,0,0,0,0,1,0,0,0
4237,Residential Apartment,Hyderabad,1,2.0,2,3,1,5.0,"23,24,19,21",5100.0,1050.0,1050.01945952,535500000.0,1.0,2,2,Manikonda,78.48667,17.38504,Luxury,1049.98054048,0,0,0,0,0,0,0,1,0,0,0
4238,Residential Apartment,Hyderabad,1,2.0,2,3,5,12.0,"23,24,6,19",6003.0,1495.0,1494.999515456,897600000.0,1.0,7,2,Manikonda,78.48667,17.38504,Luxury,1494.999515456,0,0,0,0,1,0,0,0,0,0,0
4239,Residential Apartment,Hyderabad,1,2.0,2,3,5,13.0,"24,6,20,21",6000.0,1210.0,1209.971168064,72600000.0,1.0,5,2,Manikonda,78.48667,17.38504,Luxury,1209.971168064,0,0,0,0,1,0,0,1,0,0,0
4240,Residential Apartment,Secunderabad,1,2.0,2,3,5,12.0,"23,24,19,20,21",5846.0,1456.0,1456.0341598080001,851200000.0,1.0,7,2,Manikonda,78.48667,17.38504,Luxury,1455.9658401919999,0,0,0,0,0,0,0,1,0,0,0
4241,Residential Apartment,Secunderabad,1,3.0,2,0,5,12.0,"24,20,21",5663.0,1850.0,1849.9932804480002,10500000.0,2.0,4,3,Manikonda,78.48667,17.38504,Luxury,1849.9932804480002,0,0,0,0,0,0,0,1,0,0,0
4242,Residential Apartment,Hyderabad,1,3.0,2,3,5,3.0,"44,23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43",5600.0,1965.0,1964.9518435200002,11000000.0,2.0,1,3,Manikonda,78.48667,17.38504,Luxury,1964.9518435200002,1,0,1,0,1,1,1,1,1,1,1
4243,Residential Apartment,Hyderabad,1,3.0,2,3,5,10.0,"44,23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,21,43",5600.0,1260.0,1260.023351424,705600000.0,2.0,10,3,Manikonda,78.48667,17.38504,Luxury,1259.976648576,1,0,1,0,1,1,1,1,1,1,1
4244,Independent House/Villa,Hyderabad,1,3.0,2,1,5,2.0,"44,23,45,24,46,25,47,26,28,29,30,10,32,12,17,39,19,1,3,5,6,8,9,40,41,42,43",5999.0,3591.0,3590.948148544,21500000.0,1.0,,,Manikonda,78.48667,17.38504,Luxury,3590.948148544,1,0,1,0,1,1,1,0,1,1,1
4245,Residential Land,Hyderabad,1,,0,3,0,15.0,"23,24,26,5",22277.0,1818.0,1818.02446656,4500000.0,,,,Manikonda,78.48667,17.38504,Luxury,1817.97553344,0,0,0,0,0,0,0,0,0,0,0
4246,Independent House/Villa,Hyderabad,1,3.0,2,3,5,2.0,"44,23,45,24,46,25,47,26,28,29,30,10,32,12,17,39,19,1,3,5,6,8,9,40,41,42,43",5205.0,1975.0,1974.962280192,10300000.0,1.0,,,Manikonda,78.48667,17.38504,Luxury,1974.962280192,1,0,1,0,1,1,1,0,1,1,1
4247,Residential Apartment,Hyderabad,1,2.0,1,4,1,5.0,"44,33,23,45,24,25,47,26,17,19,5,6,8,9,40,42,31,21",7916.0,1200.0,1199.960731392,9500000.0,1.0,4,2,Manikonda,78.48667,17.38504,Luxury,1199.960731392,0,0,0,0,1,1,0,1,1,0,0
4248,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26,5",16000.0,1503.0,1502.964809152,267200000.0,,,,Manikonda,78.48667,17.38504,Luxury,1502.964809152,0,0,0,0,0,0,0,0,0,0,0
4249,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26,5",16000.0,1746.0,1746.013905984,310400000.0,,,,Manikonda,78.48667,17.38504,Luxury,1745.986094016,0,0,0,0,0,0,0,0,0,0,0
4250,Residential Apartment,Hyderabad,1,3.0,4,3,1,19.0,"33,23,45,12,24,25,47,26,17,29,19,1,3,5,6,30,20,21",9490.0,2160.0,2159.993899968,20000000.0,2.0,15,3,Manikonda,78.48667,17.38504,Luxury,2159.993899968,1,0,1,0,1,0,1,1,1,1,0
4251,Residential Apartment,Secunderabad,1,3.0,2,4,6,4.0,"19,21",6216.0,1850.0,1849.9932804480002,11500000.0,1.0,1,3,Manikonda,78.48667,17.38504,Semi-luxury,1849.9932804480002,0,0,0,0,0,0,0,1,0,0,0
4252,Residential Apartment,Hyderabad,1,3.0,4,0,1,36.0,"1,12,3,26,6,20,21",19267.0,2595.0,2594.963519232,50000000.0,1.0,25,3,Manikonda,78.48667,17.38504,Luxury,2594.963519232,1,0,1,0,1,0,1,1,0,0,0
4253,Residential Land,Hyderabad,1,,0,4,0,2.0,"26,5",110000.0,1800.0,1800.048736192,22000000.0,,,,Manikonda,78.48667,17.38504,Semi-luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
4254,Residential Land,Hyderabad,1,,0,0,0,2.0,"23,24,26,5",72000.0,2700.0,2700.019284736,21600000.0,,,,Manikonda,78.48667,17.38504,Luxury,2699.980715264,0,0,0,0,0,0,0,0,0,0,0
4255,Residential Apartment,Secunderabad,1,2.0,2,0,6,25.0,"44,33,23,12,24,25,47,26,17,29,19,1,3,5,6,9,40,30,41,20,31,21,43",9000.0,1253.0,1253.026809664,11299999.999999998,1.0,19,2,Manikonda,17.4664197,78.285342,Luxury,1252.973190336,1,0,1,0,1,1,1,1,1,1,0
4256,Residential Apartment,Hyderabad,1,2.0,4,0,1,31.0,"1,12,2,3,6,29,30,31,20,21",11415.0,1314.0,1313.950542528,15000000.0,1.0,14,2,Manikonda,78.48667,17.38504,Luxury,1313.950542528,1,1,1,0,1,0,1,1,0,1,0
4257,Residential Apartment,Hyderabad,1,3.0,2,0,6,18.0,"1,12,2,3,26,6,20,21",10517.0,2510.0,2510.036266176,26400000.0,1.0,8,3,Manikonda,78.48667,17.38504,Luxury,2509.963733824,1,1,1,0,1,0,1,1,0,0,0
4258,Residential Apartment,Hyderabad,1,2.0,2,0,6,30.0,"1,12,2,3,6,29,20,21",8365.0,1315.0,1315.026933568,11000000.0,1.0,12,2,Manikonda,78.48667,17.38504,Luxury,1314.973066432,1,1,1,0,1,0,1,1,0,1,0
4259,Residential Apartment,Hyderabad,1,3.0,2,0,6,31.0,"1,12,2,3,6,20,21",9736.0,1900.0,1900.0454638080002,18500000.0,1.0,28,3,Manikonda,17.325907,78.424158,Luxury,1899.9545361919998,1,1,1,0,1,0,1,1,0,0,0
4260,Residential Apartment,Hyderabad,1,3.0,2,0,6,31.0,"1,12,3,6,20,21",9062.0,1600.0,1599.9476418559998,15000000.0,1.0,20,3,Manikonda,17.48,78.39,Luxury,1599.9476418559998,1,0,1,0,1,0,1,1,0,0,0
4261,Independent House/Villa,Hyderabad,1,3.0,4,0,2,35.0,"44,23,12,24,25,47,26,17,29,19,1,3,5,9,40,41,42,43",9478.0,1899.0,1898.969072768,18000000.0,1.0,,,Manikonda,78.48667,17.38504,Luxury,1898.969072768,1,0,1,0,0,1,1,0,1,1,0
4262,Residential Apartment,Hyderabad,1,3.0,1,0,2,30.0,"44,33,23,12,24,25,47,26,17,29,19,1,3,5,6,9,40,41,20,31,21,43",9205.0,1901.0,1901.0142157440002,17500000.0,1.0,6,3,Manikonda,17.5564,78.36389,Luxury,1900.9857842559998,1,0,1,0,1,1,1,1,1,1,0
4263,Residential Apartment,Hyderabad,1,3.0,4,0,2,20.0,"1,12,2,3,5,6,29,20,21",10182.0,1915.0,1915.007299264,19500000.0,1.0,13,3,Manikonda,17.5564,78.36389,Luxury,1914.992700736,1,1,1,0,1,0,1,1,0,1,0
4264,Residential Apartment,Hyderabad,1,4.0,2,0,5,42.0,"1,23,12,2,3,6,29,9,20,21",17001.0,3988.0,3988.0288032000003,67800000.0,2.0,37,4,Manikonda,17.48095,78.57034,Luxury,3987.9711967999997,1,1,1,0,1,1,1,1,0,1,0
4265,Residential Apartment,Hyderabad,1,2.0,2,0,6,12.0,"33,1,12,2,3,26,6,20,21",7397.0,1460.0,1460.016806656,10800000.0,1.0,1,2,Manikonda,17.4164707,78.4382469,Luxury,1459.983193344,1,1,1,0,1,0,1,1,0,0,0
4266,Residential Apartment,Hyderabad,1,3.0,2,0,6,18.0,"1,12,2,3,26,6,29,31,20,21",9066.0,1875.0,1874.965552576,17000000.0,1.0,10,3,Manikonda,17.20869,78.47603,Luxury,1874.965552576,1,1,1,0,1,0,1,1,0,1,0
4267,Residential Apartment,Hyderabad,1,3.0,2,0,6,32.0,"12,1,3,26,6,29,30,20,31,21",10730.0,1957.0,1956.9865498240001,21000000.0,1.0,13,3,Manikonda,17.488379,78.327,Luxury,1956.9865498240001,1,0,1,0,1,0,1,1,0,1,0
4268,Residential Apartment,Hyderabad,1,2.0,2,0,6,22.0,"12,1,3,26,6,29,20,21",8614.0,1335.0,1335.047806912,11500000.0,1.0,7,2,Manikonda,17.54865,78.3856,Luxury,1334.952193088,1,0,1,0,1,0,1,1,0,1,0
4269,Residential Apartment,Hyderabad,1,3.0,4,0,1,15.0,"23,12,1,3,6,29,9,30,20,31,21",7758.0,1740.0,1739.9861161600002,13500000.0,2.0,G,3,Manikonda,17.5007411,78.3958548,Luxury,1739.9861161600002,1,0,1,0,1,1,1,1,0,1,0
4270,Residential Apartment,Hyderabad,4,3.0,2,3,6,5.0,"23,24,5,17,6,19,20,21",6250.0,1200.0,1199.960731392,7500000.0,2.0,2,3,Manikonda,17.5203424,78.3970205,Luxury,1199.960731392,0,0,0,0,1,0,0,1,0,0,0
4271,Residential Apartment,Hyderabad,1,4.0,2,3,6,34.0,"12,1,24,3,25,5,6,40,41,20,42,21",11500.0,2729.0,2728.974203712,31400000.0,3.0,15,4,Manikonda,17.5337007,78.401286,Luxury,2728.974203712,1,0,1,0,1,0,1,1,1,0,0
4272,Residential Apartment,Hyderabad,1,2.0,2,3,6,34.0,"12,1,24,3,25,5,6,40,41,20,42,21",11500.0,1283.0,1282.950480576,14800000.0,2.0,25,2,Manikonda,17.5337007,78.401286,Luxury,1282.950480576,1,0,1,0,1,0,1,1,1,0,0
4273,Residential Apartment,Hyderabad,1,3.0,2,4,1,5.0,"23,24,5,17,6,19,20,21",5095.0,1485.0,1484.9890787840002,756700000.0,1.0,1,3,Manikonda,17.49479,78.39964,Luxury,1484.9890787840002,0,0,0,0,1,0,0,1,0,0,0
4274,Residential Apartment,Hyderabad,1,2.0,2,4,1,5.0,6,5431.0,1160.0,1160.026623808,6300000.0,1.0,5,2,Manikonda,17.49479,78.39964,Semi-luxury,1159.973376192,0,0,0,0,1,0,0,0,0,0,0
4275,Residential Apartment,Hyderabad,1,2.0,2,4,1,5.0,"23,24,5,17,6,19,20",5478.0,1150.0,1150.016187136,6300000.0,1.0,4,2,Manikonda,17.4833526,78.3870668,Luxury,1149.983812864,0,0,0,0,1,0,0,0,0,0,0
4276,Residential Apartment,Hyderabad,1,2.0,2,3,1,5.0,"23,24,5,17,6,19,20",5517.0,1160.0,1160.026623808,6400000.0,1.0,3,2,Manikonda,17.4833526,78.3870668,Luxury,1159.973376192,0,0,0,0,1,0,0,0,0,0,0
4277,Residential Apartment,Hyderabad,1,3.0,2,4,1,5.0,"23,24,5,17,6,19,20",5466.0,1500.0,1499.95091424,8200000.0,1.0,2,3,Manikonda,17.292131,78.52624,Luxury,1499.95091424,0,0,0,0,1,0,0,0,0,0,0
4278,Residential Apartment,Hyderabad,1,2.0,2,3,1,5.0,"23,5,17,6,19,20,21",5565.0,1150.0,1150.016187136,6400000.0,1.0,2,2,Manikonda,17.521349,78.30607,Luxury,1149.983812864,0,0,0,0,1,0,0,1,0,0,0
4279,Residential Apartment,Hyderabad,0,4.0,4,4,1,19.0,"44,23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",24.0,3875.0,3875.007744,95000.0,3.0,6,4,Manikonda,17.527477,78.308815,Luxury,3874.992256,1,1,1,0,1,1,1,1,1,1,1
4280,Residential Apartment,Hyderabad,1,3.0,4,4,1,8.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",8132.0,1660.0,1660.010261888,13500000.0,2.0,7,3,Manikonda,17.5459996775916,78.39104600250721,Luxury,1659.989738112,1,1,1,0,1,1,1,1,1,1,1
4281,Residential Apartment,Hyderabad,1,2.0,4,3,2,20.0,"33,23,12,45,47,26,29,1,2,3,6,9,31,20,21",6613.0,1134.0,1133.97796064,7500000.0,1.0,4,2,Manikonda,17.29206,78.52628,Luxury,1133.97796064,1,1,1,0,1,1,1,1,0,1,0
4282,Independent House/Villa,Hyderabad,1,4.0,1,4,1,3.0,"44,23,45,24,46,25,47,26,28,29,30,32,10,12,17,39,19,1,3,5,6,8,9,40,41,42,43",19090.0,5500.0,5500.035297088,105000000.0,2.0,,,Manikonda,17.489697,78.32271,Luxury,5499.964702912,1,0,1,0,1,1,1,0,1,1,1
4283,Residential Apartment,Hyderabad,1,3.0,2,3,6,22.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",10144.0,2070.0,2070.007609024,21000000.0,2.0,12,3,Manikonda,17.489697,78.32271,Luxury,2069.992390976,1,1,1,0,1,1,1,1,1,1,1
4284,Independent House/Villa,Hyderabad,0,4.0,4,4,6,3.0,"44,23,45,24,46,25,47,26,28,29,30,32,10,12,17,39,19,1,3,5,6,8,9,40,41,42,43",35.0,3223.0,3223.037691072,1100000.0,2.0,,,Manikonda,17.292048,78.52628,Luxury,3222.962308928,1,0,1,0,1,1,1,0,1,1,1
4285,Residential Land,Hyderabad,1,,0,3,0,0.0,"23,24,26,5",110000.0,2880.0,2879.991866624,35200000.0,,,,Manikonda,17.515236,78.42038,Luxury,2879.991866624,0,0,0,0,0,0,0,0,0,0,0
4286,Independent House/Villa,Hyderabad,1,4.0,2,4,6,3.0,"44,23,45,24,46,25,47,26,28,29,30,10,32,12,17,39,19,1,3,5,6,8,9,40,41,42,43",17064.0,3223.0,3223.037691072,55000000.0,2.0,,,Manikonda,17.292118,78.52625,Luxury,3222.962308928,1,0,1,0,1,1,1,0,1,1,1
4287,Residential Apartment,Hyderabad,1,3.0,1,3,1,19.0,"44,23,45,24,46,47,25,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",12690.0,1970.0,1970.0108814080002,25000000.0,1.0,7,3,Manikonda,17.292131,78.52624,Luxury,1969.9891185919998,1,1,1,0,1,1,1,1,1,1,1
4288,Residential Apartment,Hyderabad,0,3.0,4,4,1,5.0,"44,33,23,12,24,47,26,17,19,1,2,3,5,6,9,40,30,41,31,20,42,21",19.0,1450.0,1450.0063699840002,28000.0,1.0,2,3,Manikonda,17.515236,78.42038,Luxury,1449.9936300159998,1,1,1,0,1,1,1,1,0,0,0
4289,Residential Apartment,Hyderabad,1,3.0,4,4,1,5.0,23,9454.0,2750.0,2749.963828992,26000000.0,2.0,4,3,Manikonda,17.503677,78.416,Budget,2749.963828992,0,0,0,0,0,0,0,0,0,0,0
4290,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3.0,"44,23,45,24,46,25,47,26,28,29,30,32,10,12,17,39,19,1,3,5,6,8,9,40,41,42,43",20000.0,4467.0,4467.022816,89300000.0,2.0,,,Manikonda,17.527477,78.308815,Luxury,4466.977184,1,0,1,0,1,1,1,0,1,1,1
4291,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3.0,"44,23,45,24,46,25,47,26,28,29,30,10,32,12,39,17,19,1,3,5,6,8,9,40,41,42,43",15662.0,4150.0,4150.025654720001,65000000.0,2.0,,,Manikonda,17.530041954127157,78.30981429666281,Luxury,4149.974345279999,1,0,1,0,1,1,1,0,1,1,1
4292,Independent House/Villa,Hyderabad,1,4.0,2,3,6,3.0,"44,23,45,24,46,25,47,26,28,29,30,10,32,12,39,17,19,1,3,5,6,8,9,40,41,42,43",17998.0,3667.0,3667.0489950720003,66000000.0,3.0,,,Manikonda,17.517812162625887,78.30416053533554,Luxury,3666.9510049279997,1,0,1,0,1,1,1,0,1,1,1
4293,Independent House/Villa,Hyderabad,1,3.0,2,5,5,2.0,"23,12,24,25,47,26,17,28,29,19,1,3,5,6,40,30,32",8000.0,3200.0,3200.002922816,25600000.0,2.0,,,Manikonda,17.544842761099115,78.3855189755559,Luxury,3199.997077184,1,0,1,0,1,0,1,0,1,1,0
4294,Farm House,Hyderabad,1,1.0,4,3,5,2.0,"23,1,24,47,26,5,6,19,9",4132.0,5445.0,5445.031714944001,2500000.0,1.0,,,Manikonda,17.532810903354342,78.39660689234734,Luxury,5444.968285055999,1,0,0,0,1,1,0,0,0,0,0
4295,Independent House/Villa,Hyderabad,1,3.0,2,5,5,2.0,"23,12,1,24,25,3,26,5,6,29,19",8000.0,3200.0,3200.002922816,25600000.0,2.0,,,Manikonda,17.292053,78.52628,Luxury,3199.997077184,1,0,1,0,1,0,1,0,1,1,0
4296,Independent House/Villa,Hyderabad,1,3.0,2,5,5,2.0,"23,12,24,25,47,26,17,29,19,1,3,5,6",8000.0,2500.0,2500.025829504,20000000.0,2.0,,,Manikonda,17.292053,78.52628,Luxury,2499.974170496,1,0,1,0,1,0,1,0,1,1,0
4297,Residential Land,Hyderabad,1,,0,3,0,2.0,"23,24",4545.0,2178.0,2177.969630336,1100000.0,,,,Manikonda,17.292053,78.52628,Semi-luxury,2177.969630336,0,0,0,0,0,0,0,0,0,0,0
4298,Residential Apartment,Hyderabad,1,3.0,2,3,5,9.0,"33,23,12,24,26,17,19,1,3,5,6,9,40,30,20,21,32",5523.0,1720.0,1719.965242816,9500000.0,2.0,5,3,Manikonda,17.521349,78.30607,Luxury,1719.965242816,1,0,1,0,1,1,1,1,0,0,0
4299,Residential Land,Hyderabad,1,,0,3,0,2.0,"23,24,26,5",1157.0,5445.0,5445.031714944001,69900000.0,,,,Manikonda,17.292053,78.52628,Luxury,5444.968285055999,0,0,0,0,0,0,0,0,0,0,0
4300,Residential Apartment,Hyderabad,1,3.0,1,0,5,6.0,N,13333.0,3000.0,3000.009467584,40000000.0,2.0,3,3,Manikonda,17.292053,78.52628,Budget,2999.990532416,0,0,0,0,0,0,0,0,0,0,0
4301,Residential Apartment,Hyderabad,1,3.0,1,0,5,6.0,"23,17,19,20",13333.0,3000.0,3000.009467584,40000000.0,2.0,3,3,Manikonda,17.532810903354342,78.39660689234734,Luxury,2999.990532416,0,0,0,0,0,0,0,0,0,0,0
4302,Residential Apartment,Hyderabad,1,2.0,4,0,6,5.0,"23,17,19,20",6103.0,1065.0,1064.981294976,6500000.0,1.0,3,2,Manikonda,17.532810903354342,78.39660689234734,Luxury,1064.981294976,0,0,0,0,0,0,0,0,0,0,0
4303,Residential Apartment,Hyderabad,1,2.0,4,0,6,5.0,"23,24,19,21",6103.0,1065.0,1064.981294976,6500000.0,1.0,2,2,Manikonda,17.501258812970175,78.40502802282572,Luxury,1064.981294976,0,0,0,0,0,0,0,1,0,0,0
4304,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24,26",700.0,2420.0,2420.049975232,1700000.0,,,,Manikonda,17.518670947765116,78.30384504050016,Luxury,2419.950024768,0,0,0,0,0,0,0,0,0,0,0
4305,Residential Land,Hyderabad,1,,0,3,0,5.0,23,991.0,605.0,605.0394035840001,600000.0,,,,Manikonda,17.493614238079616,78.32779482007027,Budget,604.9605964159999,0,0,0,0,0,0,0,0,0,0,0
4306,Residential Land,Hyderabad,1,,0,1,0,5.0,23,991.0,5445.0,5445.031714944001,600000.0,,,,Manikonda,17.50620601524729,78.33034861832857,Budget,5444.968285055999,0,0,0,0,0,0,0,0,0,0,0
4307,Residential Land,Hyderabad,1,,0,3,0,1.0,23,661.0,43560.0,43559.93080224,3200000.0,,,,Manikonda,17.51734568008974,78.31574197858572,Budget,43559.93080224,0,0,0,0,0,0,0,0,0,0,0
4308,Residential Land,Hyderabad,1,,0,4,0,3.0,"23,24,26,5",28000.0,1620.0,1619.9685152,50400000.0,,,,Manikonda,17.53775117156079,78.33891458809376,Luxury,1619.9685152,0,0,0,0,0,0,0,0,0,0,0
4309,Residential Land,Hyderabad,1,,0,8,0,5.0,"23,24,26,5",24000.0,2700.0,2700.019284736,7200000.0,,,,Manikonda,17.53775117156079,78.33891458809376,Luxury,2699.980715264,0,0,0,0,0,0,0,0,0,0,0
4310,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26,5",30000.0,1980.0,1980.02131808,6600000.0,,,,Manikonda,17.49036438896237,78.36227461695671,Luxury,1979.97868192,0,0,0,0,0,0,0,0,0,0,0
4311,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26,5",34000.0,1782.0,1781.9653667200002,673200000.0,,,,Manikonda,17.49036438896237,78.36227461695671,Luxury,1781.9653667200002,0,0,0,0,0,0,0,0,0,0,0
4312,Residential Land,Hyderabad,1,,0,5,0,3.0,"23,24,26,5",33000.0,1350.0,1350.009642368,49500000.0,,,,Manikonda,17.49036438896237,78.36227461695671,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4313,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24,26,5",36000.0,1800.0,1800.048736192,7200000.0,,,,Manikonda,17.532810903354342,78.39660689234734,Luxury,1799.951263808,0,0,0,0,0,0,0,0,0,0,0
4314,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24,26,5",28000.0,1980.0,1980.02131808,61600000.0,,,,Manikonda,17.5201639,78.3224154,Luxury,1979.97868192,0,0,0,0,0,0,0,0,0,0,0
4315,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24,26,5",30000.0,2205.0,2204.98704544,73500000.0,,,,Manikonda,17.530041954127157,78.30981429666281,Luxury,2204.98704544,0,0,0,0,0,0,0,0,0,0,0
4316,Residential Land,Hyderabad,1,,0,4,0,5.0,"23,24,26,5",33000.0,1782.0,1781.9653667200002,653400000.0,,,,Manikonda,17.5201639,78.3224154,Luxury,1781.9653667200002,0,0,0,0,0,0,0,0,0,0,0
4317,Independent House/Villa,Hyderabad,1,4.0,4,5,2,3.0,"23,24,25,26,5,6,19",176165.0,1737.0,1736.972221248,34000000.0,2.0,,,Manikonda,17.488481221432767,78.39845057576895,Luxury,1736.972221248,0,0,0,0,1,0,0,0,1,0,0
4318,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24",10500.0,1422.0,1422.0202029440002,165900000.0,,,,Manikonda,17.414254,78.354416,Semi-luxury,1421.9797970559998,0,0,0,0,0,0,0,0,0,0,0
4319,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24,26,5",10500.0,1512.0,1512.006493888,176400000.0,,,,Manikonda,17.422584,78.350841,Luxury,1511.993506112,0,0,0,0,0,0,0,0,0,0,0
4320,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.414254,78.354416,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4321,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.407369,78.388221,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4322,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.407369,78.388221,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4323,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.407369,78.388221,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4324,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.444443,78.367262,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4325,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.4018092,78.5601892,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4326,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.2803628250984,78.58689104401941,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4327,Residential Land,Hyderabad,1,,0,4,0,,"23,24,26,5",29000.0,2772.0,2772.029845312,893200000.0,,,,Manikonda,17.19515,78.65624,Luxury,2771.970154688,0,0,0,0,0,0,0,0,0,0,0
4328,Residential Land,Hyderabad,1,,0,3,0,,"23,24,26,5",20000.0,1350.0,1350.009642368,3000000.0,,,,Manikonda,17.516785,78.295298,Luxury,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4329,Residential Land,Hyderabad,1,,0,5,0,5.0,"23,24",10500.0,1395.0,1395.0027878399999,162700000.0,,,,Manikonda,17.47078,78.30668,Semi-luxury,1394.9972121600001,0,0,0,0,0,0,0,0,0,0,0
4330,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,5",14500.0,1647.0,1646.985930304,265300000.0,,,,Manikonda,17.523851,78.254744,Semi-luxury,1646.985930304,0,0,0,0,0,0,0,0,0,0,0
4331,Residential Land,Hyderabad,1,,0,0,0,5.0,"23,26,5",10500.0,1485.0,1484.9890787840002,173300000.0,,,,Manikonda,17.4692958,78.333071,Luxury,1484.9890787840002,0,0,0,0,0,0,0,0,0,0,0
4332,Residential Land,Hyderabad,1,,0,3,0,8.0,24,10500.0,1494.0,1494.0307635200002,174300000.0,,,,Manikonda,17.4692958,78.333071,Semi-luxury,1493.9692364799998,0,0,0,0,0,0,0,0,0,0,0
4333,Residential Apartment,Hyderabad,1,2.0,2,3,5,5.0,"23,24,5,17,6,19,20,21",5300.0,1100.0,1099.964003776,58300000.0,2.0,1,2,Manikonda,17.4692958,78.333071,Luxury,1099.964003776,0,0,0,0,1,0,0,1,0,0,0
4334,Residential Apartment,Hyderabad,1,2.0,2,3,5,4.0,"24,17,6,19",5478.0,1150.0,1150.016187136,6300000.0,1.0,2,2,Manikonda,17.25839,78.68112,Luxury,1149.983812864,0,0,0,0,1,0,0,0,0,0,0
4335,Residential Land,Hyderabad,1,,0,3,0,5.0,"23,24,26",14500.0,1485.0,1484.9890787840002,239200000.0,,,,Manikonda,17.250826,78.897132,Luxury,1484.9890787840002,0,0,0,0,0,0,0,0,0,0,0
4336,Residential Land,Hyderabad,1,,0,0,0,,23,16666.0,1350.0,1350.009642368,2500000.0,,,,Manikonda,17.444521,78.442744,Budget,1349.990357632,0,0,0,0,0,0,0,0,0,0,0
4337,Residential Land,Hyderabad,1,,0,3,0,3.0,"23,24,26,5",14500.0,1665.0,1664.961660672,268300000.0,,,,Manikonda,17.427863,78.43395,Luxury,1664.961660672,0,0,0,0,0,0,0,0,0,0,0
